mind a 4 egyenlő-e,huspacy sima pos,huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,huspacy token,emagyar token
False,|PROPN|,|PROPN|,|[]|,|NOUN|,ELNÖK,ELNÖK
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|aszerint|,|aszerint|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|önöket|,|önöket|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|tehát|,|tehát|
False,|DET|,|DET|,|[]|,|NOUN|,|más|,|más|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|oda|,|oda|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|sőt|,|sőt|
False,|DET|,|DET|,|[]|,|NOUN|,|más|,|más|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|De|,|De|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|extraprofitadó|,|extraprofitadó|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|NOUN|,|NOUN|,|NOUN|,|ADP|,|részéről|,|részéről|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Honvédelmi|,|Honvédelmi|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Alapba|,|Alapba|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|DET|,|DET|,|DET|,|PRON|,|Az|,|Az|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADJ|,|ADJ|,|[]|,|ADJ|,|legbunkóbb|,|legbunkóbb|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|majd|,|majd|
False,|PRON|,|PRON|,|[]|,|ADJ|,|másik|,|másik|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|NOUN|,|NOUN|,|[]|,|NOUN|,|telekom-szolgáltatók|,|telekom-szolgáltatók|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Itt|,|Itt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|VERB|,|AUX|,|VERB|,|VERB|,|fogják|,|fogják|
False,|PRON|,|DET|,|PRON|,|PRON|,|ezeknek|,|ezeknek|
False,|NOUN|,|ADJ|,|[]|,|ADJ|,|dráguló|,|dráguló|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Sőt|,|Sőt|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|legkisebbeket|,|legkisebbeket|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|PRON|,|ezen|,|ezen|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|ugyanis|,|ugyanis|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|duplájára|,|duplájára|
False,|ADJ|,|ADJ|,|ADJ|,|NOUN|,|mikrovállalkozó|,|mikrovállalkozó|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|méghozzá|,|méghozzá|
False,|ADJ|,|NOUN|,|ADJ|,|ADJ|,|duplán|,|duplán|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Sőt|,|Sőt|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önöktől|,|önöktől|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|ADJ|,|NOUN|,|NOUN|,|kisadózók|,|kisadózók|
False,|NOUN|,|NOUN|,|[]|,|NOUN|,|katának|,|katának|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezáltal|,|ezáltal|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogja|,|fogja|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|sőt|,|sőt|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|És|,|És|
False,|DET|,|DET|,|DET|,|NUM|,|egy|,|egy|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Európa-rekorder|,|Európa-rekorder|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|ugyanis|,|ugyanis|
False,|CCONJ|,|ADV|,|[]|,|ADV|,|nemcsak|,|nemcsak|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|magyaroknak|,|magyaroknak|
False,|DET|,|DET|,|[]|,|NUM|,|többet|,|többet|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|AUX|,|AUX|,|[]|,|VERB|,|fognak|,|fognak|
False,|NOUN|,|PRON|,|[]|,|PRON|,|Önök|,|Önök|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hiszen|,|hiszen|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogják|,|fogják|
False,|ADV|,|ADV|,|[]|,|ADV|,|legjobban|,|legjobban|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbiknak|,|Jobbiknak|
False,|VERB|,|AUX|,|VERB|,|VERB|,|legyen|,|legyen|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|De|,|De|
False,|VERB|,|AUX|,|VERB|,|VERB|,|legyen|,|legyen|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|vevők|,|vevők|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|AUX|,|AUX|,|[]|,|VERB|,|legyen|,|legyen|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|ADV|,|ADV|,|[]|,|PRON|,|Úgy|,|Úgy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|amíg|,|amíg|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|válságálló|,|válságálló|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|PROPN|,|NUM|,|[]|,|NUM|,|14.00|,|14.00|
False,|PRON|,|PRON|,|[]|,|ADV|,|Mindezekre|,|Mindezekre|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|illetve|,|illetve|
False,|ADV|,|ADV|,|[]|,|PRON|,|meddig|,|meddig|
False,|ADV|,|ADV|,|[]|,|PRON|,|Miért|,|Miért|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Európa-rekorder|,|Európa-rekorder|
False,|ADV|,|ADV|,|[]|,|PRON|,|Mikor|,|Mikor|
False,|ADJ|,|ADJ|,|[]|,|NUM|,|nulla|,|nulla|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|NOUN|,|ADJ|,|NOUN|,|NOUN|,|üzemanyagárstopot|,|üzemanyagárstopot|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|ADV|,|ADV|,|[]|,|PRON|,|Így|,|Így|
False,|NOUN|,|ADJ|,|NOUN|,|NOUN|,|árstop|,|árstop|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezáltal|,|ezáltal|
False,|PRON|,|PRON|,|[]|,|NOUN|,|Más|,|Más|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hiszen|,|hiszen|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|gabonáé|,|gabonáé|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|DET|,|DET|,|[]|,|NOUN|,|más|,|más|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hiszen|,|hiszen|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Tehát|,|Tehát|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|ADV|,|INTJ|,|ADV|,|INTJ|,|Igen|,|Igen|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Árstopot|,|Árstopot|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|ADV|,|ADV|,|[]|,|PRON|,|Amikor|,|Amikor|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|önök|,|önök|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Szocialista|,|Szocialista|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Párt|,|Párt|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|PRON|,|PRON|,|[]|,|NOUN|,|mindezt|,|mindezt|
False,|ADV|,|ADV|,|[]|,|PRON|,|olyannyira|,|olyannyira|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|Amikor|,|Amikor|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|önök|,|önök|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|Amikor|,|Amikor|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|[]|,|ADJ|,|egyik|,|egyik|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|árstop|,|árstop|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|nemhogy|,|nemhogy|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|NOUN|,|NOUN|,|NOUN|,|ADP|,|részéről|,|részéről|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|majd|,|majd|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlésnek|,|Országgyűlésnek|
False,|SCONJ|,|SCONJ|,|[]|,|CONJ|,|hogyha|,|hogyha|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hiszen|,|hiszen|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|AUX|,|AUX|,|[]|,|VERB|,|fognak|,|fognak|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|Szintén|,|Szintén|
False,|VERB|,|ADJ|,|VERB|,|ADJ|,|jelentkezett|,|jelentkezett|
False,|ADJ|,|ADJ|,|[]|,|PROPN|,|DK-s|,|DK-s|
False,|ADV|,|ADV|,|[]|,|PRON|,|Mielőtt|,|Mielőtt|
False,|PRON|,|PRON|,|PRON|,|ADV|,|neki|,|neki|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|megszólalóira|,|megszólalóira|
False,|ADV|,|ADV|,|[]|,|ADV|,|előre|,|előre|
False,|SCONJ|,|SCONJ|,|[]|,|CONJ|,|amennyiben|,|amennyiben|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|ADV|,|ADV|,|ADV|,|CONJ|,|akár|,|akár|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|VERB|,|AUX|,|VERB|,|VERB|,|leszek|,|leszek|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|ADJ|,|PROPN|,|ADJ|,|PROPN|,|ARATÓ|,|ARATÓ|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|úgyhogy|,|úgyhogy|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|havonta|,|havonta|
False,|DET|,|DET|,|[]|,|NUM|,|kevesebbet|,|kevesebbet|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PRON|,|ADJ|,|PRON|,|NOUN|,|valami|,|valami|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önöktől|,|önöktől|
False,|DET|,|PRON|,|[]|,|PRON|,|Ebben|,|Ebben|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|NOUN|,|PRON|,|[]|,|PRON|,|akiért|,|akiért|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önöknek|,|önöknek|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|DET|,|PRON|,|[]|,|PRON|,|azokat|,|azokat|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|ADV|,|ADV|,|[]|,|PRON|,|valahova|,|valahova|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|multi|,|multi|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|DET|,|PRON|,|[]|,|PRON|,|minden|,|minden|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|[]|,|PRON|,|ezeket|,|ezeket|
False,|ADV|,|ADV|,|[]|,|PRON|,|ugyanúgy|,|ugyanúgy|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|PRON|,|Mik|,|Mik|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|És|,|És|
False,|ADJ|,|ADJ|,|ADJ|,|VERB|,|szabad|,|szabad|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|De|,|De|
False,|ADV|,|ADV|,|ADV|,|CONJ|,|hát|,|hát|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|AUX|,|AUX|,|[]|,|VERB|,|fognak|,|fognak|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|VERB|,|AUX|,|VERB|,|VERB|,|fogják|,|fogják|
False,|DET|,|PRON|,|[]|,|PRON|,|azt|,|azt|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogják|,|fogják|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogják|,|fogják|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|PRON|,|[]|,|PRON|,|Önök|,|Önök|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|meg|,|meg|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|VERB|,|PRON|,|[]|,|PRON|,|ezekért|,|ezekért|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|mekkora|,|mekkora|
False,|PRON|,|ADV|,|PRON|,|ADV|,|Ki|,|Ki|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önöknek|,|önöknek|
False,|PROPN|,|NUM|,|[]|,|NUM|,|14.10|,|14.10|
False,|DET|,|PRON|,|[]|,|PRON|,|Ez|,|Ez|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|kis-|,|kis-|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|[]|,|PRON|,|ezekre|,|ezekre|
False,|ADV|,|ADV|,|[]|,|ADV|,|oda|,|oda|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|kata|,|kata|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|ADV|,|ADV|,|ADV|,|NUM|,|sokkal|,|sokkal|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|nagyoknak|,|nagyoknak|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|kicsiktől|,|kicsiktől|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|De|,|De|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PRON|,|DET|,|PRON|,|PRON|,|ez|,|ez|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|ide|,|ide|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|leteltét|,|leteltét.|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|PRON|,|ADV|,|ADV|,|ne|,|ne|
False,|ADJ|,|NOUN|,|[]|,|NOUN|,|nagyvállalatokéra|,|nagyvállalatokéra|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Miniszterelnöki|,|Miniszterelnöki|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kabinetiroda|,|Kabinetiroda|
False,|ADV|,|ADV|,|[]|,|ADJ|,|Másodjára|,|Másodjára|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|PROPN|,|ADJ|,|[]|,|ADJ|,|Megmosolyogtató|,|Megmosolyogtató|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|multi|,|multi|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|önök|,|önök|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|extraprofitra|,|extraprofitra|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|DET|,|PRON|,|[]|,|ADJ|,|egyik|,|egyik|
False,|PRON|,|PRON|,|[]|,|ADJ|,|másik|,|másik|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|ADV|,|ADV|,|[]|,|PRON|,|Azért|,|Azért|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|Úgyhogy|,|Úgyhogy|
False,|ADV|,|ADV|,|ADV|,|NUM|,|egyszer|,|egyszer|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|PRON|,|PRON|,|PRON|,|DET|,|az|,|az|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|duplájára|,|duplájára|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
