huspacy_emm == emagyar,huspacy_ud,huspacy_emm,emagyar,huspacy token,emagyar token
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Ine]|,|Unióban|,|Unióban|
False,|None|,|None|,|[/Adj][Nom]|,|Rezsivédelmi|,|Rezsivédelmi|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Adj][EssFor:ként]|,|utolsóként|,|utolsóként|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|fog|,|fog|
False,|None|,|None|,|[/Adv]|,|nemcsak|,|nemcsak|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Num][Nom]|,|néhány|,|néhány|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Comp/Num][Pl][Nom]|,|többek|,|többek|
False,|None|,|None|,|[/Adv]|,|majd|,|majd|
False,|None|,|None|,|[/N][Nom]|,|benzinárstop|,|benzinárstop|
False,|None|,|None|,|[/N][Nom]|,|de-cember|,|de-cember|
False,|None|,|None|,|[/Adj][Pl][Nom]|,|Elkötelezettek|,|Elkötelezettek|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|eddig|,|eddig|
False,|None|,|None|,|[/Adv]|,|mindvégig|,|mindvégig|
False,|None|,|None|,|[/N|Pro][Pl][Acc]|,|önöket|,|önöket|
False,|None|,|None|,|[/Det|Pro][Supe]|,|ezen|,|ezen|
False,|None|,|None|,|[/Adv|Pro]|,|eddig|,|eddig|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv]|,|ugyan|,|ugyan|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Adv]|,|sajnos|,|sajnos|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|ilyen|,|ilyen|
False,|None|,|None|,|[/V][Sbjv.NDef.3Sg]|,|legyen|,|legyen|
False,|None|,|None|,|[/N][Nom]|,|gázembargó|,|gázembargó|
False,|None|,|None|,|[/Adv]|,|gyakorlatilag|,|gyakorlatilag|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|másik|,|másik|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/V][Cond.NDef.3Sg]|,|lenne|,|lenne|
False,|None|,|None|,|[/Adj][Nom]|,|Amerikai|,|Amerikai|
False,|None|,|None|,|[/Adj][Nom]|,|Egyesült|,|Egyesült|
False,|None|,|None|,|[/Adv|Pro]|,|ugyanígy|,|ugyanígy|
False,|None|,|None|,|[/Adv|Pro]|,|ott|,|ott|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Num|Digit][Nom]|,|14.30|,|14.30|
False,|None|,|None|,|[/N|Pro][Nom]|,|más|,|más|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/N][Pl][Nom]|,|OECD-tagállamok|,|OECD-tagállamok|
False,|None|,|None|,|[/N][Nom]|,|mindenféle|,|mindenféle|
False,|None|,|None|,|[/Adj][Pl][Nom]|,|magyarok|,|magyarok|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Bizottság|,|Bizottság|
False,|None|,|None|,|[/Num][Nom]|,|összes|,|összes|
False,|None|,|None|,|[/Adv|Pro]|,|ott|,|ott|
False,|None|,|None|,|[/V][Prs.Def.3Sg]|,|fogja|,|fogja|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|miközben|,|miközben|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Bizottság|,|Bizottság|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Det|Pro][Ine]|,|Ebben|,|Ebben|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hogyan|,|hogyan|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahol|,|ahol|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/Adv|Pro]|,|Ehelyett|,|Ehelyett|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Adj][_Manner/Adv]|,|függően|,|függően|
False,|None|,|None|,|[/N|Pro][Nom]|,|Minden|,|Minden|
False,|None|,|None|,|[/Adv|Pro]|,|Itt|,|Itt|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hol|,|hol|
False,|None|,|None|,|[/N|Pro][Nom]|,|Minden|,|Minden|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|miután|,|miután|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv]|,|Istenigazából|,|Istenigazából|
False,|None|,|None|,|[/Cnj]|,|mintha|,|mintha|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/V][Cond.Def.3Sg]|,|lőné|,|lőné|
False,|None|,|None|,|[/Adv]|,|majd|,|majd|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|miután|,|miután|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adv|Pro]|,|amiatt|,|amiatt|
False,|None|,|None|,|[/Adv|Pro|Int]|,|miért|,|miért|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|miután|,|miután|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|Úgy|,|Úgy|
False,|None|,|None|,|[/Det|Pro][Dat]|,|Ennek|,|Ennek|
False,|None|,|None|,|[/Adv]|,|majd|,|majd|
False,|None|,|None|,|[/Adv]|,|azután|,|azután|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|miután|,|miután|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv|Pro]|,|így|,|így|
False,|None|,|None|,|[/V][Prs.NDef.3Pl]|,|fognak|,|fognak|
False,|None|,|None|,|[/Adv]|,|nemcsak|,|nemcsak|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Acc]|,|Uniót|,|Uniót|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Pl][Nom]|,|magyarok|,|magyarok|
False,|None|,|None|,|[/Adv]|,|egyrészt|,|egyrészt|
False,|None|,|None|,|[/Adj][Nom]|,|szembeni|,|szembeni|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/Cnj]|,|Ezért|,|Ezért|
False,|None|,|None|,|[/N][Nom]|,|Ecofin-ülésen|,|Ecofin-ülésen|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Hiszékeny|,|Hiszékeny|
False,|None|,|None|,|[/Adj][Nom]|,|HISZÉKENY|,|HISZÉKENY|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|Kanász-Nagy|,|Kanász-Nagy|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/N][Nom]|,|Párbeszéd|,|Párbeszéd|
False,|None|,|None|,|[/N][Nom]|,|Toroczkai|,|Toroczkai|
False,|None|,|None|,|[/N|Pro][1Pl][Nom]|,|Mi|,|Mi|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/Adj][Nom]|,|Hiszékeny|,|Hiszékeny|
False,|None|,|None|,|[/N][Nom]|,|Momentum|,|Momentum|
False,|None|,|None|,|[/N][Nom][Punct]|,|Z.|,|Z.|
False,|None|,|None|,|[/N]|,|Kárpát|,|Kárpát|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|Szászfalvi|,|Szászfalvi|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/N][Nom][Punct]|,|Z.|,|Z.|
False,|None|,|None|,|[/N]|,|Kárpát|,|Kárpát|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/N][Nom][Punct]|,|Z.|,|Z.|
False,|None|,|None|,|[/N]|,|Kárpát|,|Kárpát|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Poss.3Sg][Nom]|,|elhelyeztéke|,|elhelyeztéke|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Interparlamentáris|,|Interparlamentáris|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adj][Nom]|,|Nemzeti|,|Nemzeti|
False,|None|,|None|,|[/N][Poss.3Sg][Dat]|,|Csoportjának|,|Csoportjának|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][Punct]|,|H/315.|,|H/315.|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Num|Digit][Nom][Punct]|,|1|,|1)|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][Punct]|,|H/315/1.|,|H/315/1.|
False,|None|,|None|,|[/Num|Digit][Nom]|,|14.40|,|14.40|
False,|None|,|None|,|[/Num][_Frac/Num][Poss.3Sg][Dat]|,|négyötödének|,|négyötödének|
False,|None|,|None|,|[/N][Acc]|,|Országgyűlést|,|Országgyűlést|
False,|None|,|None|,|[/N][Nom]|,|hozzájárule|,|hozzájárule|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/N][Nom]|,|footnoteRef:1|,|footnoteRef|
False,|None|,|None|,|[/N][Nom]|,|Gréczy|,|Gréczy|
False,|None|,|None|,|[/N][Nom][Punct]|,|Gy.|,|Gy.|
False,|None|,|None|,|[/N][Nom][Punct]|,|Dr.|,|Dr.|
False,|None|,|None|,|[/N][Nom]|,|Kordás|,|Kordás|
False,|None|,|None|,|[/N][Nom][Punct]|,|Dr.|,|Dr.|
False,|None|,|None|,|[/N][Nom]|,|Sebián-Petrovszki|,|Sebián-Petrovszki|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][Punct]|,|H/279.|,|H/279.|
False,|None|,|None|,|[/Num|Digit][Nom][Punct]|,|1|,|1)|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/N][Acc]|,|Országgyűlést|,|Országgyűlést|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjae|,|elfogadjae|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][Punct]|,|H/279.|,|H/279.|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][Punct]|,|H/279.|,|H/279.|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][]|,|2022.|,|2022.|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][]|,|2022.|,|2022.|
False,|None|,|None|,|[/Adv]|,|szintén|,|szintén|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num|Digit][Nom][Punct]|,|1|,|1)|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][]|,|2023.|,|2023.|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][Punct]|,|T/152.|,|T/152.|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/N][Nom]|,|LAJOS|,|LAJOS|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|Momentum|,|Momentum|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/N][Nom]|,|Párbeszéd|,|Párbeszéd|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Parlament|,|Parlament|
False,|None|,|None|,|[/Num|Digit][Nom][Punct]|,|2|,|2)|
False,|None|,|None|,|[/N][Nom][Punct]|,|h|,|h)|
False,|None|,|None|,|[/Cnj]|,|amennyiben|,|amennyiben|
False,|None|,|None|,|[/Cnj]|,|amennyiben|,|amennyiben|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Adj][Nom]|,|Magyarországi|,|Magyarországi|
False,|None|,|None|,|[/Num|Digit][Nom][Punct]|,|2|,|2)|
False,|None|,|None|,|[/N][Nom][Punct]|,|g|,|g)|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|egyetérte|,|egyetérte|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][Punct]|,|T/152.|,|T/152.|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/N][Acc]|,|Országgyűlést|,|Országgyűlést|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjae|,|elfogadjae|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Adj][Nom]|,|Állami|,|Állami|
False,|None|,|None|,|[/N][Nom]|,|Számvevőszék|,|Számvevőszék|
False,|None|,|None|,|[/Num|Digit][_Ord/Adj][Nom][Punct]|,|H/346.|,|H/346.|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Acc]|,|Országgyűlést|,|Országgyűlést|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elfogadjae|,|elfogadjae|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Supl][/Adv][_Comp/Adv]|,|legkésőbb|,|legkésőbb|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Post][3Sg]|,|Előtte|,|Előtte|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/N][Nom]|,|Zaj|,|Zaj|
False,|None|,|None|,|[/N][Nom]|,|Szünet|,|Szünet|
False,|None|,|None|,|[/Num|Digit][Nom]|,|14.49|,|14.49|
False,|None|,|None|,|[/Adj][Nom]|,|Hiszékeny|,|Hiszékeny|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adv|Pro]|,|Úgy|,|Úgy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N|Pro][Abl]|,|mindenkitől|,|mindenkitől|
False,|None|,|None|,|[/N][Nom]|,|DK-s|,|DK-s|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/N|Pro][AnP][Nom]|,|Öné|,|Öné|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|fog|,|fog|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Kormánypárti|,|Kormánypárti|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|Önök|,|Önök|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/N][Ine]|,|százaléknyian|,|százaléknyian|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Num|Digit][Nom]|,|14.50|,|14.50|
False,|None|,|None|,|[/N|Pro][Pl][Acc]|,|önöket|,|önöket|
False,|None|,|None|,|[/Num|Pro|Int][Subl]|,|mennyire|,|mennyire|
False,|None|,|None|,|[/Det|Pro][Acc]|,|azt|,|azt|
False,|None|,|None|,|[/N][Poss.1Sg][Ine]|,|Választókerületemben|,|Választókerületemben|
False,|None|,|None|,|[/Num][_Comp/Num][Pl][Nom]|,|többek|,|többek|
False,|None|,|None|,|[/Adj][Nom]|,|Szentmihályi|,|Szentmihályi|
False,|None|,|None|,|[/Adj][Nom]|,|Rétvári|,|Rétvári|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|fog|,|fog|
False,|None|,|None|,|[/Adj][Ine]|,|tisztában|,|tisztában|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/N][Poss.1Sg][Nom]|,|elődöm|,|elődöm|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Num][_Comp/Num][Pl][Nom]|,|többek|,|többek|
False,|None|,|None|,|[/N][Acc]|,|Belügyminisztériumot|,|Belügyminisztériumot|
False,|None|,|None|,|[/Det|Pro][Cau]|,|azért|,|azért|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/N]|,|Schanda|,|Schanda|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro]|,|Azóta|,|Azóta|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N|Pro][Nom]|,|semmi|,|semmi|
False,|None|,|None|,|[/N][Nom]|,|Schanda|,|Schanda|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|lett|,|lett|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Num|Pro|Int][Subl]|,|mennyire|,|mennyire|
False,|None|,|None|,|[/N][Poss.3Sg][Acc]|,|zöldpolitikáját|,|zöldpolitikáját|
False,|None|,|None|,|[/N][Nom]|,|kapnake|,|kapnake|
False,|None|,|None|,|[/N|Pro][Pl][Abl]|,|önöktől|,|önöktől|
False,|None|,|None|,|[/Adj][Pl][Acc]|,|szennyezőket|,|szennyezőket|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|LMP|,|LMP|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/V][Prs.Def.1Sg]|,|köszöntöm|,|köszöntöm|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adv]|,|annál|,|annál|
False,|None|,|None|,|[/Post][1Pl]|,|közöttünk|,|közöttünk|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|egyik|,|egyik|
False,|None|,|None|,|[/V][Sbjv.Def.1Pl]|,|Tisztítsuk|,|Tisztítsuk|
False,|None|,|None|,|[/Adv|Pro]|,|eddig|,|eddig|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|eddig|,|eddig|
False,|None|,|None|,|[/Prev]|,|le|,|le|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|egyik|,|egyik|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Ahogyan|,|Ahogyan|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|egyik|,|egyik|
False,|None|,|None|,|[/Adj][Poss.3Sg][Ins]|,|okozójával|,|okozójával|
False,|None|,|None|,|[/Adv|Pro]|,|addig|,|addig|
False,|None|,|None|,|[/N][Nom]|,|hulladéklerakat|,|hulladéklerakat|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Cnj]|,|továbbá|,|továbbá|
False,|None|,|None|,|[/N][Nom]|,|lerakat|,|lerakat|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Úr|,|Úr|
False,|None|,|None|,|[/Adj][Pl][Nom]|,|tanúsítók|,|tanúsítók|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
