huspacy lemma ==huspacy em_lemma == emagyar lemma,huspacy lemma,huspacy em_lemma,emagyar lemma,huspacy token,emagyar token
True,|ki|,|ki|,|ki|,|kinek|,|kinek|
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|tetszik|,|tetszik|,|tetszik|,|tetszik|,|tetszik|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|végül|,|végül|,|végül|,|végül|,|végül|
False,|oda|,|None|,|oda|,|oda|,|oda|
True,|vezet|,|vezet|,|vezet|,|vezetnének|,|vezetnének|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|a|,|a|,|a|,|a|,|a|
True,|háborús|,|háborús|,|háborús|,|háborús|,|háborús|
True,|infláció|,|infláció|,|infláció|,|infláció|,|infláció|
True,|megmarad|,|megmarad|,|megmarad|,|megmaradna|,|megmaradna|
True,|vagy|,|vagy|,|vagy|,|vagy|,|vagy|
True,|inkább|,|inkább|,|inkább|,|inkább|,|inkább|
True,|tovább|,|tovább|,|tovább|,|tovább|,|tovább|
True,|nő|,|nő|,|nő|,|nőne|,|nőne|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|és|,|és|,|és|,|és|,|és|
True,|végül|,|végül|,|végül|,|végül|,|végül|
False,|neki|,|mi|,|mi|,|nekünk|,|nekünk|
False,"|,|",|None|,"|,|","|,|","|,|"
False,|magyar|,|None|,|magyar|,|magyaroknak|,|magyaroknak|
True,|kell|,|kell|,|kell|,|kéne|,|kéne|
True,|megfizet|,|megfizet|,|megfizet|,|megfizetni|,|megfizetni|
True,|a|,|a|,|a|,|a|,|a|
True,|háború|,|háború|,|háború|,|háború|,|háború|
True,|ár|,|ár|,|ár|,|árát|,|árát|
False,|.|,|None|,|.|,|.|,|.|
True,|a|,|a|,|a|,|A|,|A|
True,|baloldali|,|baloldali|,|baloldali|,|baloldali|,|baloldali|
True,|ötlet|,|ötlet|,|ötlet|,|ötletek|,|ötletek|
True,|tehát|,|tehát|,|tehát|,|tehát|,|tehát|
True,|nem|,|nem|,|nem|,|nem|,|nem|
True,|a|,|a|,|a|,|a|,|a|
True,|megoldás|,|megoldás|,|megoldás|,|megoldást|,|megoldást|
True,|jelent|,|jelent|,|jelent|,|jelentik|,|jelentik|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hanem|,|hanem|,|hanem|,|hanem|,|hanem|
True,|tovább|,|tovább|,|tovább|,|tovább|,|tovább|
True,|mélyít|,|mélyít|,|mélyít|,|mélyítik|,|mélyítik|
True,|a|,|a|,|a|,|a|,|a|
True,|probléma|,|probléma|,|probléma|,|problémát|,|problémát|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|és|,|és|,|és|,|és|,|és|
True,|tovább|,|tovább|,|tovább|,|tovább|,|tovább|
True,|növel|,|növel|,|növel|,|növelik|,|növelik|
True,|a|,|a|,|a|,|a|,|a|
True,|háborús|,|háborús|,|háborús|,|háborús|,|háborús|
True,|infláció|,|infláció|,|infláció|,|inflációt|,|inflációt|
False,|.|,|None|,|.|,|.|,|.|
True,|ez|,|ez|,|ez|,|Erre|,|Erre|
True,|viszont|,|viszont|,|viszont|,|viszont|,|viszont|
False,|neki|,|None|,|mi|,|nekünk|,|nekünk|
True,|nem|,|nem|,|nem|,|nemet|,|nemet|
True,|kell|,|kell|,|kell|,|kell|,|kell|
True,|mond|,|mond|,|mond|,|mondani|,|mondani|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|és|,|és|,|és|,|és|,|és|
True,|mi|,|mi|,|mi|,|mi|,|mi|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
True,|lát|,|lát|,|lát|,|látjuk|,|látjuk|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|a|,|a|,|a|,|a|,|a|
True,|baloldal|,|baloldal|,|baloldal|,|baloldal|,|baloldal|
True,|őrült|,|őrült|,|őrült|,|őrült|,|őrült|
True,|ötlet|,|ötlet|,|ötlet|,|ötleteivel|,|ötleteivel|
True,|szemben|,|szemben|,|szemben|,|szemben|,|szemben|
True,|a|,|a|,|a|,|a|,|a|
True,|2023-as|,|2023-as|,|2023-as|,|2023-as|,|2023-as|
True,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetés|
True,|viszont|,|viszont|,|viszont|,|viszont|,|viszont|
True,|képes|,|képes|,|képes|,|képes|,|képes|
True,|megvéd|,|megvéd|,|megvéd|,|megvédeni|,|megvédeni|
True,|a|,|a|,|a|,|a|,|a|
True,|magyar|,|magyar|,|magyar|,|magyar|,|magyar|
True,|ember|,|ember|,|ember|,|embereket|,|embereket|
True,|a|,|a|,|a|,|a|,|a|
True,|mai|,|mai|,|mai|,|mai|,|mai|
True,|nehéz|,|nehéz|,|nehéz|,|nehéz|,|nehéz|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|háborús|,|háborús|,|háborús|,|háborús|,|háborús|
True,|idő|,|idő|,|idő|,|időkben|,|időkben|
False,|is|,|None|,|is|,|is|,|is|
False,|.|,|None|,|.|,|.|,|.|
True,|és|,|és|,|és|,|És|,|És|
True,|mi|,|mi|,|mi|,|mi|,|mi|
False,|ez|,|ez|,|erre|,|erre|,|erre|
True,|garancia|,|garancia|,|garancia|,|garancia|,|garancia|
False,|?|,|None|,|?|,|?|,|?|
True,|hát|,|hát|,|hát|,|Hát|,|Hát|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|először|,|először|,|először|,|először|,|először|
True,|is|,|is|,|is|,|is|,|is|
True,|az|,|az|,|az|,|az|,|az|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|a|,|a|,|a|,|a|,|a|
True,|2023-as|,|2023-as|,|2023-as|,|2023-as|,|2023-as|
True,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetés|
True,|gondoskodik|,|gondoskodik|,|gondoskodik|,|gondoskodik|,|gondoskodik|
True,|a|,|a|,|a|,|a|,|a|
False,|Rezsivédelmi|,|None|,|rezsivédelmi|,|Rezsivédelmi|,|Rezsivédelmi|
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
False,|Honvédelmi|,|None|,|honvédelmi|,|Honvédelmi|,|Honvédelmi|
False,|Alap|,|Alap|,|alap|,|Alap|,|Alap|
False,|létrehozás|,|létrehozásáról|,|létrehozás|,|létrehozásáról|,|létrehozásáról|
False,|.|,|None|,|.|,|.|,|.|
True,|a|,|a|,|a|,|A|,|A|
True,|két|,|két|,|két|,|két|,|két|
True,|alap|,|alap|,|alap|,|alap|,|alap|
True,|2023|,|2023|,|2023|,|2023-ban|,|2023-ban|
True,|1450|,|1450|,|1450|,|1450|,|1450|
True,|milliárd|,|milliárd|,|milliárd|,|milliárd|,|milliárd|
True,|forint|,|forint|,|forint|,|forint|,|forint|
False,|lesz|,|None|,|lesz|,|lesz|,|lesz|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|amely|,|amely|,|amely|,|amely|,|amely|
True,|a|,|a|,|a|,|a|,|a|
True,|háborús|,|háborús|,|háborús|,|háborús|,|háborús|
True,|helyzet|,|helyzet|,|helyzet|,|helyzetben|,|helyzetben|
True,|extraprofit|,|extraprofit|,|extraprofit|,|extraprofitra|,|extraprofitra|
True,|szer|,|szer|,|szer|,|szert|,|szert|
True,|tevő|,|tevő|,|tevő|,|tevő|,|tevő|
True,|multi|,|multi|,|multi|,|multik|,|multik|
True,|és|,|és|,|és|,|és|,|és|
True,|bank|,|bank|,|bank|,|bankok|,|bankok|
True,|hozzájárulás|,|hozzájárulás|,|hozzájárulás|,|hozzájárulásából|,|hozzájárulásából|
True,|származik|,|származik|,|származik|,|származik|,|származik|
False,|.|,|None|,|.|,|.|,|.|
True,|ez|,|ez|,|ez|,|Ezek|,|Ezek|
True,|az|,|az|,|az|,|az|,|az|
True,|alap|,|alap|,|alap|,|alapok|,|alapok|
True,|garantál|,|garantál|,|garantál|,|garantálják|,|garantálják|
True,|a|,|a|,|a|,|a|,|a|
True,|rezsicsökkentés|,|rezsicsökkentés|,|rezsicsökkentés|,|rezsicsökkentés|,|rezsicsökkentés|
True,|fenntartás|,|fenntartás|,|fenntartás|,|fenntartását|,|fenntartását|
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
True,|magyar|,|magyar|,|magyar|,|magyar|,|magyar|
True,|ember|,|ember|,|ember|,|emberek|,|emberek|
True,|fizikai|,|fizikai|,|fizikai|,|fizikai|,|fizikai|
True,|biztonság|,|biztonság|,|biztonság|,|biztonságának|,|biztonságának|
True,|a|,|a|,|a|,|a|,|a|
True,|megőrzés|,|megőrzés|,|megőrzés|,|megőrzését|,|megőrzését|
False,|is|,|None|,|is|,|is|,|is|
False,|.|,|None|,|.|,|.|,|.|
False,|ugyanilyen|,|None|,|ugyanilyen|,|Ugyanilyen|,|Ugyanilyen|
True,|fontos|,|fontos|,|fontos|,|fontos|,|fontos|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|a|,|a|,|a|,|a|,|a|
True,|magyar|,|magyar|,|magyar|,|magyar|,|magyar|
True,|gazdaság|,|gazdaság|,|gazdaság|,|gazdaság|,|gazdaság|
True,|továbbra|,|továbbra|,|továbbra|,|továbbra|,|továbbra|
False,|is|,|None|,|is|,|is|,|is|
True,|növekedési|,|növekedési|,|növekedési|,|növekedési|,|növekedési|
True,|pálya|,|pálya|,|pálya|,|pályán|,|pályán|
True,|marad|,|marad|,|marad|,|maradjon|,|maradjon|
False,"|,|",|None|,"|,|","|,|","|,|"
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
True,|kell|,|kell|,|kell|,|kell|,|kell|
True,|részint|,|részint|,|részint|,|részint|,|részint|
True,|nem|,|nem|,|nem|,|nemet|,|nemet|
True,|mond|,|mond|,|mond|,|mondani|,|mondani|
True,|a|,|a|,|a|,|a|,|a|
True,|globális|,|globális|,|globális|,|globális|,|globális|
True,|minimumadó|,|minimumadó|,|minimumadó|,|minimumadóra|,|minimumadóra|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|2023|,|2023|,|2023|,|2023-ban|,|2023-ban|
False,|is|,|None|,|is|,|is|,|is|
True,|stabil|,|stabil|,|stabil|,|stabil|,|stabil|
True,|fejlődés|,|fejlődés|,|fejlődés|,|fejlődéssel|,|fejlődéssel|
False,|számolhat|,|számol|,|számol|,|számolhassunk|,|számolhassunk|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
True,|magyar|,|magyar|,|magyar|,|magyar|,|magyar|
True,|ember|,|ember|,|ember|,|emberek|,|emberek|
True,|meg|,|meg|,|meg|,|meg|,|meg|
True,|tud|,|tud|,|tud|,|tudják|,|tudják|
True,|tart|,|tart|,|tart|,|tartani|,|tartani|
True,|a|,|a|,|a|,|a|,|a|
True,|munka|,|munka|,|munka|,|munkájukat|,|munkájukat|
False,|.|,|None|,|.|,|.|,|.|
False,|(|,|None|,|(|,|(|,|(|
False,|14.20|,|None|,|14.20|,|14.20|,|14.20|
False,|)|,|None|,|)|,|)|,|)|
False,|Harmadszor|,|None|,|harmadszorra|,|Harmadszorra|,|Harmadszorra|
True,|pedig|,|pedig|,|pedig|,|pedig|,|pedig|
False,|:|,|None|,|:|,|:|,|:|
True,|a|,|a|,|a|,|a|,|a|
True,|család|,|család|,|család|,|családok|,|családok|
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
True,|nyugdíjas|,|nyugdíjas|,|nyugdíjas|,|nyugdíjasok|,|nyugdíjasok|
True,|védelem|,|védelem|,|védelem|,|védelme|,|védelme|
True,|a|,|a|,|a|,|a|,|a|
True,|Fidesz-KDNP|,|Fidesz-KDNP|,|Fidesz-KDNP|,|Fidesz-KDNP|,|Fidesz-KDNP|
True,|számára|,|számára|,|számára|,|számára|,|számára|
True,|továbbra|,|továbbra|,|továbbra|,|továbbra|,|továbbra|
False,|is|,|None|,|is|,|is|,|is|
True,|prioritás|,|prioritás|,|prioritás|,|prioritás|,|prioritás|
False,|.|,|None|,|.|,|.|,|.|
True,|megmarad|,|megmarad|,|megmarad|,|Megmarad|,|Megmarad|
True,|tehát|,|tehát|,|tehát|,|tehát|,|tehát|
True,|a|,|a|,|a|,|a|,|a|
False,|13.|,|13|,|13|,|13.|,|13.|
True,|havi|,|havi|,|havi|,|havi|,|havi|
True,|nyugdíj|,|nyugdíj|,|nyugdíj|,|nyugdíj|,|nyugdíj|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|értékállóság|,|értékállóság|,|értékállóság|,|értékállóságukat|,|értékállóságukat|
True,|a|,|a|,|a|,|a|,|a|
True,|nyugdíjemelés|,|nyugdíjemelés|,|nyugdíjemelés|,|nyugdíjemelés|,|nyugdíjemelés|
True,|garantál|,|garantál|,|garantál|,|garantálja|,|garantálja|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
True,|nehéz|,|nehéz|,|nehéz|,|nehéz|,|nehéz|
True,|helyzet|,|helyzet|,|helyzet|,|helyzet|,|helyzet|
True,|dacára|,|dacára|,|dacára|,|dacára|,|dacára|
False,|is|,|None|,|is|,|is|,|is|
True,|megmarad|,|megmarad|,|megmarad|,|megmaradnak|,|megmaradnak|
True,|a|,|a|,|a|,|a|,|a|
True,|családtámogatás|,|családtámogatás|,|családtámogatás|,|családtámogatások|,|családtámogatások|
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
True,|25|,|25|,|25|,|25|,|25|
True,|év|,|év|,|év|,|év|,|év|
False,|alatti|,|None|,|alatti|,|alattiak|,|alattiak|
True,|szja-mentesség|,|szja-mentesség|,|szja-mentesség|,|szja-mentessége|,|szja-mentessége|
False,|is|,|None|,|is|,|is|,|is|
False,|.|,|None|,|.|,|.|,|.|
True,|a|,|a|,|a|,|A|,|A|
True,|magyar|,|magyar|,|magyar|,|magyar|,|magyar|
True,|ember|,|ember|,|ember|,|emberek|,|emberek|
True,|védelem|,|védelem|,|védelem|,|védelmét|,|védelmét|
True,|tehát|,|tehát|,|tehát|,|tehát|,|tehát|
True,|nem|,|nem|,|nem|,|nem|,|nem|
True,|a|,|a|,|a|,|a|,|a|
True,|baloldal|,|baloldal|,|baloldal|,|baloldal|,|baloldal|
True,|képtelen|,|képtelen|,|képtelen|,|képtelen|,|képtelen|
True,|ötlet|,|ötlet|,|ötlet|,|ötletei|,|ötletei|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hanem|,|hanem|,|hanem|,|hanem|,|hanem|
True,|egy|,|egy|,|egy|,|egy|,|egy|
True,|stabil|,|stabil|,|stabil|,|stabil|,|stabil|
True,|növekedési|,|növekedési|,|növekedési|,|növekedési|,|növekedési|
True,|pálya|,|pálya|,|pálya|,|pályán|,|pályán|
False,|tart|,|tart|,|tartott|,|tartott|,|tartott|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|feszes|,|feszes|,|feszes|,|feszes|,|feszes|
True,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetéssel|,|költségvetéssel|
True,|rendelkező|,|rendelkező|,|rendelkező|,|rendelkező|,|rendelkező|
True,|Magyarország|,|Magyarország|,|Magyarország|,|Magyarország|,|Magyarország|
True,|jelent|,|jelent|,|jelent|,|jelenti|,|jelenti|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|amely|,|amely|,|amely|,|amely|,|amely|
True,|képes|,|képes|,|képes|,|képes|,|képes|
True,|fenntart|,|fenntart|,|fenntart|,|fenntartani|,|fenntartani|
True,|a|,|a|,|a|,|a|,|a|
True,|rezsicsökkentés|,|rezsicsökkentés|,|rezsicsökkentés|,|rezsicsökkentést|,|rezsicsökkentést|
True,|és|,|és|,|és|,|és|,|és|
True,|megvéd|,|megvéd|,|megvéd|,|megvédeni|,|megvédeni|
True,|az|,|az|,|az|,|az|,|az|
True,|ember|,|ember|,|ember|,|embereket|,|embereket|
False,|.|,|None|,|.|,|.|,|.|
True,|a|,|a|,|a|,|A|,|A|
True,|KDNP|,|KDNP|,|KDNP|,|KDNP|,|KDNP|
True,|továbbra|,|továbbra|,|továbbra|,|továbbra|,|továbbra|
False,|is|,|None|,|is|,|is|,|is|
True,|kitart|,|kitart|,|kitart|,|kitart|,|kitart|
True,|a|,|a|,|a|,|a|,|a|
True,|kormány|,|kormány|,|kormány|,|kormánnyal|,|kormánnyal|
True,|közös|,|közös|,|közös|,|közös|,|közös|
True,|álláspont|,|álláspont|,|álláspont|,|álláspontunk|,|álláspontunk|
True,|mellett|,|mellett|,|mellett|,|mellett|,|mellett|
False,"|,|",|None|,"|,|","|,|","|,|"
False,|miszerint|,|None|,|miszerint|,|miszerint|,|miszerint|
True,|Magyarország|,|Magyarország|,|Magyarország|,|Magyarországnak|,|Magyarországnak|
False,|ki|,|None|,|ki|,|ki|,|ki|
True,|kell|,|kell|,|kell|,|kell|,|kell|
True,|marad|,|marad|,|marad|,|maradnia|,|maradnia|
True,|a|,|a|,|a|,|a|,|a|
True,|háború|,|háború|,|háború|,|háborúból|,|háborúból|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|és|,|és|,|és|,|és|,|és|
True,|nem|,|nem|,|nem|,|nem|,|nem|
False,|lesz|,|van|,|van|,|lehet|,|lehet|
True,|enged|,|enged|,|enged|,|engedni|,|engedni|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|a|,|a|,|a|,|a|,|a|
True,|magyar|,|magyar|,|magyar|,|magyar|,|magyar|
True,|ember|,|ember|,|ember|,|emberekkel|,|emberekkel|
False,|fizettet|,|fizet|,|fizet|,|fizettessék|,|fizettessék|
True,|meg|,|meg|,|meg|,|meg|,|meg|
True,|a|,|a|,|a|,|a|,|a|
True,|háború|,|háború|,|háború|,|háború|,|háború|
True,|ár|,|ár|,|ár|,|árát|,|árát|
False,|.|,|None|,|.|,|.|,|.|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|az|,|az|,|arra|,|arra|,|arra|
True,|kér|,|kér|,|kér|,|kérném|,|kérném|
True,|az|,|az|,|az|,|az|,|az|
True,|általános|,|általános|,|általános|,|általános|,|általános|
True,|vita|,|vita|,|vita|,|vita|,|vita|
True,|előtt|,|előtt|,|előtt|,|előtt|,|előtt|
True,|tisztelt|,|tisztelt|,|tisztelt|,|tisztelt|,|tisztelt|
True,|baloldali|,|baloldali|,|baloldali|,|baloldali|,|baloldali|
True,|képviselőtárs|,|képviselőtárs|,|képviselőtárs|,|képviselőtársaimat|,|képviselőtársaimat|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|főként|,|főként|,|főként|,|főként|,|főként|
True,|az|,|az|,|az|,|az|,|az|
True,|április|,|április|,|április|,|április|,|április|
True,|3-ai|,|3-ai|,|3-ai|,|3-ai|,|3-ai|
True,|választási|,|választási|,|választási|,|választási|,|választási|
True,|eredmény|,|eredmény|,|eredmény|,|eredmények|,|eredmények|
True,|fény|,|fény|,|fény|,|fényében|,|fényében|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
True,|a|,|a|,|a|,|a|,|a|
True,|háborús|,|háborús|,|háborús|,|háborús|,|háborús|
True,|idő|,|idő|,|idő|,|időben|,|időben|
True,|tesz|,|tesz|,|tesz|,|tegyék|,|tegyék|
False,|fél|,|fél|,|félre|,|félre|,|félre|
True,|a|,|a|,|a|,|a|,|a|
True,|pártpolitikai|,|pártpolitikai|,|pártpolitikai|,|pártpolitikai|,|pártpolitikai|
True,|szempont|,|szempont|,|szempont|,|szempontokat|,|szempontokat|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|és|,|és|,|és|,|és|,|és|
True,|csak|,|csak|,|csak|,|csak|,|csak|
False,|azért|,|None|,|azért|,|azért|,|azért|
True,|ne|,|ne|,|ne|,|ne|,|ne|
True,|mond|,|mond|,|mond|,|mondjanak|,|mondjanak|
True,|nem|,|nem|,|nem|,|nemet|,|nemet|
True,|a|,|a|,|a|,|a|,|a|
True,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetésre|,|költségvetésre|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|mert|,|mert|,|mert|,|mert|,|mert|
True,|az|,|az|,|az|,|azt|,|azt|
True,|a|,|a|,|a|,|a|,|a|
False,|Fidesz-KDNP-kormány|,|None|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
True,|nyújt|,|nyújt|,|nyújt|,|nyújtotta|,|nyújtotta|
False,|be|,|None|,|be|,|be|,|be|
False,|.|,|None|,|.|,|.|,|.|
False,|ahogy|,|None|,|ahogy|,|Ahogy|,|Ahogy|
True,|április|,|április|,|április|,|április|,|április|
False,|3.|,|3|,|3|,|3-án|,|3-án|
True,|a|,|a|,|a|,|a|,|a|
True,|magyar|,|magyar|,|magyar|,|magyar|,|magyar|
True,|ember|,|ember|,|ember|,|emberek|,|emberek|
True,|igen|,|igen|,|igen|,|igent|,|igent|
True,|mond|,|mond|,|mond|,|mondtak|,|mondtak|
True,|a|,|a|,|a|,|a|,|a|
True,|stabilitás|,|stabilitás|,|stabilitás|,|stabilitásra|,|stabilitásra|
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
True,|biztonság|,|biztonság|,|biztonság|,|biztonságra|,|biztonságra|
False,"|,|",|None|,"|,|","|,|","|,|"
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
True,|mond|,|mond|,|mond|,|mondjanak|,|mondjanak|
True,|végre|,|végre|,|végre|,|végre|,|végre|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|is|,|None|,|is|,|is|,|is|
True,|igen|,|igen|,|igen|,|igent|,|igent|
True,|az|,|az|,|az|,|az|,|az|
False,|ez|,|None|,|ez|,|ezeket|,|ezeket|
True,|a|,|a|,|a|,|a|,|a|
True,|cél|,|cél|,|cél|,|célokat|,|célokat|
True,|szolgáló|,|szolgáló|,|szolgáló|,|szolgáló|,|szolgáló|
True,|jövő|,|jövő|,|jövő|,|jövő|,|jövő|
True,|évi|,|évi|,|évi|,|évi|,|évi|
True,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetésre|,|költségvetésre|
False,|is|,|None|,|is|,|is|,|is|
False,|.|,|None|,|.|,|.|,|.|
True,|köszön|,|köszön|,|köszön|,|Köszönöm|,|Köszönöm|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|meghallgat|,|meghallgat|,|meghallgat|,|meghallgattak|,|meghallgattak|
False,|.|,|None|,|.|,|.|,|.|
False,|(|,|None|,|(|,|(|,|(|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
True,|a|,|a|,|a|,|a|,|a|
False,|kormánypárt|,|kormánypártok|,|kormánypárt|,|kormánypártok|,|kormánypártok|
True,|sor|,|sor|,|sor|,|soraiból|,|soraiból.|
huspacy,|.|,|None|,,|.|,
False,|)|,|None|,|)|,|)|,|)|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|:|,|None|,|:|,|:|,|:|
False,|Válaszadás|,|válaszadás|,|válaszadás|,|Válaszadásra|,|Válaszadásra|
True,|Tállai|,|Tállai|,|Tállai|,|Tállai|,|Tállai|
True,|András|,|András|,|András|,|András|,|András|
True,|államtitkár|,|államtitkár|,|államtitkár|,|államtitkár|,|államtitkár|
True,|úr|,|úr|,|úr|,|urat|,|urat|
False,|illet|,|illik|,|illet|,|illeti|,|illeti|
True,|a|,|a|,|a|,|a|,|a|
True,|szó|,|szó|,|szó|,|szó|,|szó|
False,|.|,|None|,|.|,|.|,|.|
False,|TÁLLAI|,|Tállai|,|Tállai|,|TÁLLAI|,|TÁLLAI|
False,|ANDRÁS|,|András|,|András|,|ANDRÁS|,|ANDRÁS|
True,|pénzügyminisztériumi|,|pénzügyminisztériumi|,|pénzügyminisztériumi|,|pénzügyminisztériumi|,|pénzügyminisztériumi|
True,|államtitkár|,|államtitkár|,|államtitkár|,|államtitkár|,|államtitkár|
False,|:|,|None|,|:|,|:|,|:|
True,|köszön|,|köszön|,|köszön|,|Köszönöm|,|Köszönöm|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|elnök|,|elnök|,|elnök|,|elnök|,|elnök|
True,|úr|,|úr|,|úr|,|úr|,|úr|
False,|.|,|None|,|.|,|.|,|.|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|!|,|None|,|!|,|!|,|!|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Képviselő|,|képviselő|,|képviselő|,|Képviselő|,|Képviselő|
False,|Úr|,|úr|,|úr|,|Úr|,|Úr|
False,|!|,|None|,|!|,|!|,|!|
False,|ahogy|,|None|,|ahogy|,|Ahogy|,|Ahogy|
True,|ön|,|ön|,|ön|,|ön|,|ön|
False,|is|,|None|,|is|,|is|,|is|
True,|elmond|,|elmond|,|elmond|,|elmondta|,|elmondta|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|háború|,|háború|,|háború|,|háború|,|háború|
True,|idő|,|idő|,|idő|,|idején|,|idején|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|magas|,|magas|,|magas|,|magas|,|magas|
True,|infláció|,|infláció|,|infláció|,|infláció|,|infláció|
True,|idő|,|idő|,|idő|,|idején|,|idején|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|energiaválság|,|energiaválság|,|energiaválság|,|energiaválság|,|energiaválság|
False,"|,|",|None|,"|,|","|,|","|,|"
False,|egyéb|,|None|,|egyéb|,|egyéb|,|egyéb|
True,|gazdasági|,|gazdasági|,|gazdasági|,|gazdasági|,|gazdasági|
True,|nehézség|,|nehézség|,|nehézség|,|nehézségek|,|nehézségek|
True,|idő|,|idő|,|idő|,|idején|,|idején|
True,|milyen|,|milyen|,|milyen|,|milyen|,|milyen|
True,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetést|,|költségvetést|
False,|lesz|,|van|,|van|,|lehet|,|lehet|
True,|készít|,|készít|,|készít|,|készíteni|,|készíteni|
True,|egy|,|egy|,|egy|,|egy|,|egy|
True,|ország|,|ország|,|ország|,|országnak|,|országnak|
False,|.|,|None|,|.|,|.|,|.|
True,|egészen|,|egészen|,|egészen|,|Egészen|,|Egészen|
True,|bizonyos|,|bizonyos|,|bizonyos|,|bizonyos|,|bizonyos|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
True,|készít|,|készít|,|készít|,|készít|,|készít|
True,|jó|,|jó|,|jó|,|jó|,|jó|
True,|költségvetés|,|költségvetés|,|költségvetés|,|költségvetést|,|költségvetést|
True,|a|,|a|,|a|,|a|,|a|
True,|kormány|,|kormány|,|kormány|,|kormány|,|kormány|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|ha|,|ha|,|ha|,|ha|,|ha|
True,|figyelem|,|figyelem|,|figyelem|,|figyelembe|,|figyelembe|
False,|vesz|,|veszik|,|vesz|,|veszi|,|veszi|
