huspacy lemma ==huspacy em_lemma == emagyar lemma,huspacy lemma,huspacy em_lemma,emagyar lemma,huspacy token,emagyar token
False,|mind-mind|,|None|,|mind-mind|,|mind-mind|,|mind-mind|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|Sic|,|None|,|sic|,|Sic|,|Sic|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|is|,|None|,|is|,|is|,|is|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|Rezsivédelmi|,|None|,|rezsivédelmi|,|Rezsivédelmi|,|Rezsivédelmi|
False,|Honvédelmi|,|None|,|honvédelmi|,|Honvédelmi|,|Honvédelmi|
False,|fog|,|None|,|fog|,|fogják|,|fogják|
False,|is|,|None|,|is|,|is|,|is|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unióban|,|Unióban|
False,|Rezsivédelmi|,|None|,|rezsivédelmi|,|Rezsivédelmi|,|Rezsivédelmi|
False,|is|,|None|,|is|,|is|,|is|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|utolsó|,|None|,|utolsó|,|utolsóként|,|utolsóként|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|fog|,|None|,|fog|,|fog|,|fog|
False,|nemcsak|,|None|,|nemcsak|,|nemcsak|,|nemcsak|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|néhány|,|None|,|néhány|,|néhány|,|néhány|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|több|,|None|,|sok|,|többek|,|többek|
False,|majd|,|None|,|majd|,|majd|,|majd|
False,|benzinárstop|,|None|,|benzinárstop|,|benzinárstop|,|benzinárstop|
False,|de-cember|,|None|,|de-cember|,|de-cember|,|de-cember|
False,|elkötelezett|,|None|,|elkötelezett|,|Elkötelezettek|,|Elkötelezettek|
False,|is|,|None|,|is|,|is|,|is|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|mindvégig|,|None|,|mindvégig|,|mindvégig|,|mindvégig|
False,|ön|,|None|,|ön|,|önöket|,|önöket|
False,|ez|,|None|,|ez|,|ezen|,|ezen|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|is|,|None|,|is|,|is|,|is|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|ugyan|,|None|,|ugyan|,|ugyan|,|ugyan|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|sajnos|,|None|,|sajnos|,|sajnos|,|sajnos|
False,|ilyen|,|None|,|ilyen|,|ilyen|,|ilyen|
False,|lesz|,|None|,|van|,|legyen|,|legyen|
False,|gázembargó|,|None|,|gázembargó|,|gázembargó|,|gázembargó|
False,|gyakorlati|,|None|,|gyakorlatilag|,|gyakorlatilag|,|gyakorlatilag|
False,|másik|,|None|,|másik|,|másik|,|másik|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|lesz|,|None|,|lesz|,|lenne|,|lenne|
False,|Amerikai|,|None|,|amerikai|,|Amerikai|,|Amerikai|
False,|Egyesült|,|None|,|egyesült|,|Egyesült|,|Egyesült|
False,|ugyanígy|,|None|,|ugyanígy|,|ugyanígy|,|ugyanígy|
False,|ott|,|None|,|ott|,|ott|,|ott|
False,|is|,|None|,|is|,|is|,|is|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|14.30|,|None|,|14.30|,|14.30|,|14.30|
False,|más|,|None|,|más|,|más|,|más|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|OECD-tagállam|,|None|,|OECD-tagállam|,|OECD-tagállamok|,|OECD-tagállamok|
False,|mindenféle|,|None|,|mindenféle|,|mindenféle|,|mindenféle|
False,|magyar|,|None|,|magyar|,|magyarok|,|magyarok|
False,|volna|,|None|,|volna|,|volna|,|volna|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Bizottság|,|None|,|bizottság|,|Bizottság|,|Bizottság|
False,|összes|,|None|,|összes|,|összes|,|összes|
False,|ott|,|None|,|ott|,|ott|,|ott|
False,|fog|,|None|,|fog|,|fogja|,|fogja|
False,|miközben|,|None|,|miközben|,|miközben|,|miközben|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Bizottság|,|None|,|bizottság|,|Bizottság|,|Bizottság|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|Ebben|,|Ebben|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|hogyan|,|None|,|hogyan|,|hogyan|,|hogyan|
False,|is|,|None|,|is|,|is|,|is|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|volna|,|None|,|volna|,|volna|,|volna|
False,|ehelyett|,|None|,|ehelyett|,|Ehelyett|,|Ehelyett|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|függően|,|None|,|függő|,|függően|,|függően|
False,|minden|,|None|,|minden|,|Minden|,|Minden|
False,|itt|,|None|,|itt|,|Itt|,|Itt|
False,|hol|,|None|,|hol|,|hol|,|hol|
False,|minden|,|None|,|minden|,|Minden|,|Minden|
False,|miután|,|None|,|miután|,|miután|,|miután|
False,|is|,|None|,|is|,|is|,|is|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|istenigazából|,|None|,|istenigazából|,|Istenigazából|,|Istenigazából|
False,|mintha|,|None|,|mintha|,|mintha|,|mintha|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|lőné|,|None|,|lő|,|lőné|,|lőné|
False,|majd|,|None|,|majd|,|majd|,|majd|
False,|miután|,|None|,|miután|,|miután|,|miután|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|amiatt|,|None|,|amiatt|,|amiatt|,|amiatt|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|be|,|None|,|be|,|be|,|be|
False,|miután|,|None|,|miután|,|miután|,|miután|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|is|,|None|,|is|,|is|,|is|
False,|úgy|,|None|,|úgy|,|Úgy|,|Úgy|
False,|ez|,|None|,|ez|,|Ennek|,|Ennek|
False,|majd|,|None|,|majd|,|majd|,|majd|
False,|azután|,|None|,|azután|,|azután|,|azután|
False,|miután|,|None|,|miután|,|miután|,|miután|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|így|,|None|,|így|,|így|,|így|
False,|fog|,|None|,|fog|,|fognak|,|fognak|
False,|nemcsak|,|None|,|nemcsak|,|nemcsak|,|nemcsak|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Uniót|,|Uniót|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|is|,|None|,|is|,|is|,|is|
False,|magyar|,|None|,|magyar|,|magyarok|,|magyarok|
False,|egyrészt|,|None|,|egyrészt|,|egyrészt|,|egyrészt|
False,|szembeni|,|None|,|szembeni|,|szembeni|,|szembeni|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|Ecofin-ülés|,|None|,|Ecofin-ülésen|,|Ecofin-ülésen|,|Ecofin-ülésen|
False,|is|,|None|,|is|,|is|,|is|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Hiszékeny|,|None|,|hiszékeny|,|Hiszékeny|,|Hiszékeny|
False,|HISZÉKENY|,|None|,|hiszékeny|,|HISZÉKENY|,|HISZÉKENY|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|Kanász-Nagy|,|None|,|kanász-Nagy|,|Kanász-Nagy|,|Kanász-Nagy|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|Toroczkai|,|None|,|Toroczkai|,|Toroczkai|,|Toroczkai|
False,|Mi|,|None|,|mi|,|Mi|,|Mi|
False,|Haza|,|None|,|haza|,|Hazánk|,|Hazánk|
False,|Hiszékeny|,|None|,|hiszékeny|,|Hiszékeny|,|Hiszékeny|
False,|Momentum|,|None|,|momentum|,|Momentum|,|Momentum|
False,|Z.|,|None|,|z|,|Z.|,|Z.|
False,|Kárpát|,|None|,|Kárpát|,|Kárpát|,|Kárpát|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|Szászfalvi|,|None|,|Szászfalvi|,|Szászfalvi|,|Szászfalvi|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|Z.|,|None|,|z|,|Z.|,|Z.|
False,|Kárpát|,|None|,|Kárpát|,|Kárpát|,|Kárpát|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|Z.|,|None|,|z|,|Z.|,|Z.|
False,|Kárpát|,|None|,|Kárpát|,|Kárpát|,|Kárpát|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|elhelyezték|,|None|,|elhelyezték|,|elhelyeztéke|,|elhelyeztéke|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Interparlamentáris|,|None|,|interparlamentáris|,|Interparlamentáris|,|Interparlamentáris|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|Nemzeti|,|None|,|nemzeti|,|Nemzeti|,|Nemzeti|
False,|Csoportja|,|None|,|csoport|,|Csoportjának|,|Csoportjának|
False,|H/315.|,|None|,|h/315|,|H/315.|,|H/315.|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|1|,|None|,|1|,|1|,|1)|
False,|H/315/1.|,|None|,|H/315/1|,|H/315/1.|,|H/315/1.|
False,|14.40|,|None|,|14.40|,|14.40|,|14.40|
False,|négyötöd|,|None|,|négyöt|,|négyötödének|,|négyötödének|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlést|,|Országgyűlést|
False,|hozzájárule|,|None|,|hozzájárul|,|hozzájárule|,|hozzájárule|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|footnoteRef:1|,|None|,|footnoteRef|,|footnoteRef:1|,|footnoteRef|
False,|Gréczy|,|None|,|Gréczy|,|Gréczy|,|Gréczy|
False,|Gy.|,|None|,|gy|,|Gy.|,|Gy.|
False,|Dr.|,|None|,|dr.|,|Dr.|,|Dr.|
False,|Kordás|,|None|,|kordás|,|Kordás|,|Kordás|
False,|Dr.|,|None|,|dr.|,|Dr.|,|Dr.|
False,|Sebián-Petrovszki|,|None|,|Sebián-Petrovszki|,|Sebián-Petrovszki|,|Sebián-Petrovszki|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|H/279.|,|None|,|h/279|,|H/279.|,|H/279.|
False,|1|,|None|,|1|,|1|,|1)|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|több|,|None|,|sok|,|több|,|több|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlést|,|Országgyűlést|
False,|elfogadjae|,|None|,|elfogadjae|,|elfogadjae|,|elfogadjae|
False,|H/279.|,|None|,|h/279|,|H/279.|,|H/279.|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|H/279.|,|None|,|h/279|,|H/279.|,|H/279.|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|2022.|,|None|,|2022|,|2022.|,|2022.|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|2022.|,|None|,|2022|,|2022.|,|2022.|
False,|szintén|,|None|,|szintén|,|szintén|,|szintén|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|is|,|None|,|is|,|is|,|is|
False,|1|,|None|,|1|,|1|,|1)|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|2023.|,|None|,|2023|,|2023.|,|2023.|
False,|T/152.|,|None|,|T/152|,|T/152.|,|T/152.|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|LAJOS|,|None|,|Lajos|,|LAJOS|,|LAJOS|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|Momentum|,|None|,|momentum|,|Momentum|,|Momentum|
False,|Haza|,|None|,|haza|,|Hazánk|,|Hazánk|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|is|,|None|,|is|,|is|,|is|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Parlament|,|None|,|parlament|,|Parlament|,|Parlament|
False,|2|,|None|,|2|,|2|,|2)|
False,|h|,|None|,|h|,|h|,|h)|
False,|amennyiben|,|None|,|amennyiben|,|amennyiben|,|amennyiben|
False,|amennyiben|,|None|,|amennyiben|,|amennyiben|,|amennyiben|
False,|be|,|None|,|be|,|be|,|be|
False,|Magyarországi|,|None|,|magyarországi|,|Magyarországi|,|Magyarországi|
False,|2|,|None|,|2|,|2|,|2)|
False,|g|,|None|,|g|,|g|,|g)|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|egyetér|,|None|,|egyetér|,|egyetérte|,|egyetérte|
False,|T/152.|,|None|,|T/152|,|T/152.|,|T/152.|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlést|,|Országgyűlést|
False,|elfogadjae|,|None|,|elfogadjae|,|elfogadjae|,|elfogadjae|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|Állami|,|None|,|állami|,|Állami|,|Állami|
False,|Számvevőszék|,|None|,|számvevőszék|,|Számvevőszék|,|Számvevőszék|
False,|H/346.|,|None|,|h/346|,|H/346.|,|H/346.|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlést|,|Országgyűlést|
False,|elfogadjae|,|None|,|elfogadjae|,|elfogadjae|,|elfogadjae|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|későn|,|None|,|későn|,|legkésőbb|,|legkésőbb|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|előtte|,|None|,|előtt|,|Előtte|,|Előtte|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|Zaj|,|None|,|zaj|,|Zaj|,|Zaj|
False,|Szünet|,|None|,|szünet|,|Szünet|,|Szünet|
False,|14.49|,|None|,|14.49|,|14.49|,|14.49|
False,|Hiszékeny|,|None|,|hiszékeny|,|Hiszékeny|,|Hiszékeny|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|úgy|,|None|,|úgy|,|Úgy|,|Úgy|
False,|is|,|None|,|is|,|is|,|is|
False,|mindenki|,|None|,|mindenki|,|mindenkitől|,|mindenkitől|
False,|DK-s|,|None|,|DK-s|,|DK-s|,|DK-s|
False,|be|,|None|,|be|,|be|,|be|
False,|Öné|,|None|,|ön|,|Öné|,|Öné|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|fog|,|None|,|fog|,|fog|,|fog|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Kormánypárti|,|None|,|kormánypárti|,|Kormánypárti|,|Kormánypárti|
False,|Ön|,|None|,|ön|,|Önök|,|Önök|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|több|,|None|,|sok|,|több|,|több|
False,|százaléknyi|,|None|,|százaléknyian|,|százaléknyian|,|százaléknyian|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|14.50|,|None|,|14.50|,|14.50|,|14.50|
False,|ön|,|None|,|ön|,|önöket|,|önöket|
False,|mennyire|,|None|,|mennyi|,|mennyire|,|mennyire|
False,|az|,|None|,|az|,|azt|,|azt|
False,|Választókerület|,|None|,|választókerület|,|Választókerületemben|,|Választókerületemben|
False,|több|,|None|,|sok|,|többek|,|többek|
False,|Szentmihályi|,|None|,|szentmihályi|,|Szentmihályi|,|Szentmihályi|
False,|Rétvári|,|None|,|rétvári|,|Rétvári|,|Rétvári|
False,|fog|,|None|,|fog|,|fog|,|fog|
False,|tiszta|,|None|,|tiszta|,|tisztában|,|tisztában|
False,|több|,|None|,|sok|,|több|,|több|
False,|előd|,|None|,|előd|,|elődöm|,|elődöm|
False,|van|,|None|,|van|,|volt|,|volt|
False,|több|,|None|,|sok|,|többek|,|többek|
False,|Belügyminisztérium|,|None|,|belügyminisztérium|,|Belügyminisztériumot|,|Belügyminisztériumot|
False,|azért|,|None|,|az|,|azért|,|azért|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|is|,|None|,|is|,|is|,|is|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|is|,|None|,|is|,|is|,|is|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|Schanda|,|None|,|Schanda|,|Schanda|,|Schanda|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|azóta|,|None|,|azóta|,|Azóta|,|Azóta|
False,|is|,|None|,|is|,|is|,|is|
False,|semmi|,|None|,|semmi|,|semmi|,|semmi|
False,|Schanda|,|None|,|Schanda|,|Schanda|,|Schanda|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|lesz|,|None|,|lesz|,|lett|,|lett|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|mennyire|,|None|,|mennyi|,|mennyire|,|mennyire|
False,|zöldpolitika|,|None|,|zöldpolitika|,|zöldpolitikáját|,|zöldpolitikáját|
False,|kapnake|,|None|,|kapnake|,|kapnake|,|kapnake|
False,|ön|,|None|,|ön|,|önöktől|,|önöktől|
False,|szennyező|,|None|,|szennyező|,|szennyezőket|,|szennyezőket|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|köszönt|,|None|,|köszönt|,|köszöntöm|,|köszöntöm|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|annál|,|None|,|annál|,|annál|,|annál|
False,|közötte|,|None|,|között|,|közöttünk|,|közöttünk|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|Tisztít|,|None|,|tisztít|,|Tisztítsuk|,|Tisztítsuk|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|saját|,|None|,|saját|,|saját|,|saját|
False,|is|,|None|,|is|,|is|,|is|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|le|,|None|,|le|,|le|,|le|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|ahogyan|,|None|,|ahogyan|,|Ahogyan|,|Ahogyan|
False,|is|,|None|,|is|,|is|,|is|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|okozó|,|None|,|okozó|,|okozójával|,|okozójával|
False,|addig|,|None|,|addig|,|addig|,|addig|
False,|hulladéklerakat|,|None|,|hulladéklerakat|,|hulladéklerakat|,|hulladéklerakat|
False,|is|,|None|,|is|,|is|,|is|
False,|továbbá|,|None|,|továbbá|,|továbbá|,|továbbá|
False,|ler|,|None|,|lerakat|,|lerakat|,|lerakat|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|tanúsító|,|None|,|tanúsító|,|tanúsítók|,|tanúsítók|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|is|,|None|,|is|,|is|,|is|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|Demokratikus|,|None|,|demokratikus|,|Demokratikus|,|Demokratikus|
False,|Koalíció|,|None|,|koalíció|,|Koalíció|,|Koalíció|
False,|lesz|,|None|,|lesz|,|lett|,|lett|
False,|volna|,|None|,|volna|,|volna|,|volna|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|lesz|,|None|,|van|,|lehet|,|lehet|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|is|,|None|,|is|,|is|,|is|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|elfogadjae|,|None|,|elfogadjae|,|elfogadjae|,|elfogadjae|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|fog|,|None|,|fog|,|fogja|,|fogja|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|mielőtt|,|None|,|mielőtt|,|mielőtt|,|mielőtt|
False,|volna|,|None|,|volna|,|volna|,|volna|
False,|egész|,|None|,|egész|,|egészet|,|egészet|
False,|fog|,|None|,|fog|,|fog|,|fog|
False,|azért|,|None|,|azért|,|azért|,|azért|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|szennyező|,|None|,|szennyező|,|szennyezőre|,|szennyezőre|
False,|Kormányhivatal|,|None|,|kormányhivatal|,|Kormányhivataltól|,|Kormányhivataltól|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|önök|,|None|,|ön|,|önöktől|,|önöktől|
False,|kerületi|,|None|,|kerületi|,|kerületiek|,|kerületiek|
False,|semmi|,|None|,|semmi|,|semmi|,|semmi|
False,|jó|,|None|,|jó|,|jóra|,|jóra|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|ön|,|None|,|ön|,|önöket|,|önöket|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|be|,|None|,|be|,|be|,|be|
False,|Lesze|,|None|,|lesz|,|Lesze|,|Lesze|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|jobbik|,|None|,|jó|,|Jobbik|,|Jobbik|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|ahelyett|,|None|,|ahelyett|,|ahelyett|,|ahelyett|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
