uspacy pos (sima upos),huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,emagyarpos,,tokenek,ures,huspacy normal,huspacy detailed,huspacy em,emagyar,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(amennyi amennyi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(pénzt pénzt),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Magyarország Magyarország),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kap kap),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|ADJ|,,(Európai Európai),,ok,ok,n,n?,,
FALSE,|PROPN|,|PROPN|,|[]|,|NOUN|,,(Uniótól Uniótól),,ok,ok,n,n?,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(támogatásként támogatásként),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,ok,ok,n,ok,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(annyi annyi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(pénzt pénzt),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|ADV|,,(ki ki),,?,?,?,?,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(is is),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(visznek visznek),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(nyugati nyugati),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(cégek cégek),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(profitként profitként),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,ok,ok,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(Tulajdonképpen Tulajdonképpen),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(ez ez),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(egyenleg egyenleg),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(nullszaldós nullszaldós),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(A A),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(helyzet helyzet),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Magyarország Magyarország),,,,,,,
FALSE,|PRON|,|PRON|,|PRON|,|ADV|,,(rá rá),,n,n,n,ok,,
FALSE,|AUX|,|AUX|,|[]|,|VERB|,,(volt volt),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(kényszerítve kényszerítve),,,,,,,
FALSE,|PRON|,|PRON|,|[]|,|PUNCT|,,(’ ’),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(90 90),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(óta óta),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(arra arra),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kiárusítsa kiárusítsa),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(állami állami),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(vagyont vagyont),,,,,,,
FALSE,|NOUN|,|NOUN|,|[]|,|ADJ|,,(nyugat-európaiaknak nyugat-európaiaknak),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(beengedje beengedje),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(nyugati nyugati),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(cégeket cégeket),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(megnyissa megnyissa),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(határait határait),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(külföldi külföldi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(áruk áruk),,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(külföldi külföldi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(tőke tőke),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(előtt előtt),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(A A),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(probléma probléma),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
FALSE,|PRON|,|DET|,|PRON|,|PRON|,,(ennek ennek),,ok,n,ok,ok,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(folyamatnak folyamatnak),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(korlátozása korlátozása),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(nem nem),,,,,,,
FALSE,|VERB|,|AUX|,|VERB|,|VERB|,,(volt volt),,ok,n,ok,ok,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(elmúlt elmúlt),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(időszak időszak),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(politikájának politikájának),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(homlokterében homlokterében),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(Mi Mi),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
FALSE,|NOUN|,|NOUN|,|[]|,|ADJ|,,(zöldek zöldek),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(azt azt),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(gondoljuk gondoljuk),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(négy négy),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(szabadság szabadság),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(elve elve),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(helyett helyett),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(amely amely),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|ADJ|,,(Európai Európai),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|NOUN|,,(Unió Unió),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(alapja alapja),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(három három),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(felelősség felelősség),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(elvét elvét),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kéne kéne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(használni használni),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(három három),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(felelősség felelősség),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(elve elve),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(alapján alapján),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(lehetne lehetne),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(egy egy),,,,,,,
FALSE,|ADJ|,|ADJ|,|[]|,|PRON|,,(olyan olyan),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|ADJ|,,(Európai Európai),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|NOUN|,,(Uniót Uniót),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(felépíteni felépíteni),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(amely amely),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(nem nem),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(neoliberalizmus neoliberalizmus),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(alapján alapján),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(áll áll),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(Ez Ez),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(három három),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(felelősség felelősség),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(fogyasztókért fogyasztókért),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(való való),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(felelősség felelősség),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(természetért természetért),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
FALSE,|NOUN|,|PROPN|,|NOUN|,|NOUN|,,(Földért Földért),,ok,ok,ok,ok,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(való való),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(felelősség felelősség),,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(társadalomért társadalomért),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(való való),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(felelősség felelősség),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(Mi Mi),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(ennek ennek),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(most most),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(aktualitása aktualitása),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(? ?),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(Azt Azt),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(látjuk látjuk),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(külügyminiszter külügyminiszter),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(ezt ezt),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|ADV|,,(be be),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(is is),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(jelentette jelentette),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Magyarország Magyarország),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(most most),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(éppen éppen),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|ADJ|,,(Egyesült Egyesült),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Államokkal Államokkal),,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|ADJ|,,(Európai Európai),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|NOUN|,,(Unió Unió),,,,,,,
FALSE,|DET|,|DET|,|[]|,|NUM|,,(legtöbb legtöbb),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(tagállamával tagállamával),,,,,,,
FALSE,|CCONJ|,|CCONJ|,|[]|,|ADV|,,(is is),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(konfliktusba konfliktusba),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kerül kerül),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(azért azért),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(elérje elérje),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Audinak Audinak),,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(többi többi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(multinak multinak),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(ne ne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(tudják tudják),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(növelni növelni),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(adóterhét adóterhét),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(Amit Amit),,,,,,,
FALSE,|NOUN|,|PRON|,|[]|,|PRON|,,(önök önök),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(egy egy),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(szuverenitási szuverenitási),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(kérdésként kérdésként),,,,,,,
FALSE,|AUX|,|AUX|,|[]|,|VERB|,,(fognak fognak),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(beállítani beállítani),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(úgynevezett úgynevezett),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(globális globális),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(multiadó multiadó),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(kérdése kérdése),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(valójában valójában),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(nem nem),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(magyar magyar),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(szuverenitásról szuverenitásról),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(szól szól),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(hanem hanem),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(arról arról),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
FALSE,|DET|,|DET|,|[]|,|PRON|,,(azoknak azoknak),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(cégeknek cégeknek),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(akiket akiket),,,,,,,
FALSE,|NOUN|,|PRON|,|[]|,|PRON|,,(önök önök),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(idehoztak idehoztak),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(akiket akiket),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kivettek kivettek),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(közteherviselés közteherviselés),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(terhe terhe),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(alól alól),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(stratégiai stratégiai),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(partnerségek partnerségek),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(keretében keretében),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(ne ne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kelljen kelljen),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(megemelniük megemelniük),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(társasági társasági),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(adójukat adójukat),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(Az Az),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(egész egész),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(gazdaságpolitika gazdaságpolitika),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(arra arra),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(épül épül),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(német német),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(tőkét tőkét),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kiszolgálják kiszolgálják),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(miniszterelnök miniszterelnök),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(német német),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(tőke tőke),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(érdekei érdekei),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(szerint szerint),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(szavaz szavaz),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
FALSE,|PROPN|,|PROPN|,|PROPN|,|NOUN|,,(Tanács Tanács),,ok,ok,ok,n,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(ülésén ülésén),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(német német),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(kancellárral kancellárral),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(97 97),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(százalékban százalékban),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(megegyező megegyező),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(módon módon),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(( (),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|ADJ|,,(Rétvári Rétvári),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Bence Bence),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(: :),,,,,,,
FALSE,|NOUN|,|NOUN|,|[]|,|ADJ|,,(Európa-pártiak Európa-pártiak),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(vagyunk vagyunk),,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(vagy vagy),,,,,,,
FALSE,|NOUN|,|NOUN|,|[]|,|ADJ|,,(Európa-ellenesek Európa-ellenesek),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(? ?),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,() )),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(mindent mindent),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(elérnek elérnek),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(azért azért),,,,,,,
