huspacy dep (converted) == emagyar dep,huspacy head == emagyar head,huspacy dep ud,huspacy dep converted,huspacy head,emagyar dep,emagyar head,huspacy token,emagyar token
True,True,|(obj)|,|OBJ|,|mondta|,|OBJ|,|mondta|,|azt|,|azt|
True,True,|(ROOT)|,|ROOT|,|mondta|,|ROOT|,|mondta|,|mondta|,|mondta|
True,False,|(punct)|,|PUNCT|,|számolta|,|PUNCT|,|mondta|,"|,|","|,|"
True,True,|(obj)|,|OBJ|,|számolta|,|OBJ|,|számolta|,|azt|,|azt|
False,True,|(ccomp:obj)|,|OBJ|,|mondta|,|COORD|,|mondta|,|számolta|,|számolta|
False,False,|(compound:preverb)|,|PREVERB|,|számolta|,|MODE|,|nemrég|,|ki|,|ki|
False,True,|(obl)|,|OBL|,|számolta|,|TLOCY|,|számolta|,|nemrég|,|nemrég|
True,False,|(punct)|,|PUNCT|,|kap|,|PUNCT|,|számolta|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|kap|,|CONJ|,|számolta|,|hogy|,|hogy|
False,False,|(amod:att)|,|ATT|,|pénzt|,|SUBJ|,|kap|,|amennyi|,|amennyi|
True,True,|(obj)|,|OBJ|,|kap|,|OBJ|,|kap|,|pénzt|,|pénzt|
True,True,|(nsubj)|,|SUBJ|,|kap|,|SUBJ|,|kap|,|Magyarország|,|Magyarország|
True,False,|(advcl)|,|ATT|,|számolta|,|ATT|,|hogy|,|kap|,|kap|
True,False,|(det)|,|DET|,|Európai|,|DET|,|Uniótól|,|az|,|az|
False,False,|(punct)|,|PUNCT|,|kap|,|ATT|,|Uniótól|,|Európai|,|Európai|
False,False,|(flat:name)|,|NE|,|Európai|,|OBL|,|kap|,|Uniótól|,|Uniótól|
True,True,|(obl)|,|OBL|,|kap|,|OBL|,|kap|,|támogatásként|,|támogatásként|
True,False,|(punct)|,|PUNCT|,|támogatásként|,|PUNCT|,|kap|,"|,|","|,|"
True,True,|(amod:att)|,|ATT|,|pénzt|,|ATT|,|pénzt|,|annyi|,|annyi|
True,True,|(obj)|,|OBJ|,|visznek|,|OBJ|,|visznek|,|pénzt|,|pénzt|
False,True,|(compound:preverb)|,|PREVERB|,|visznek|,|MODE|,|visznek|,|ki|,|ki|
True,False,|(advmod:mode)|,|MODE|,|visznek|,|MODE|,|ki|,|is|,|is|
False,False,|(advcl)|,|ATT|,|számolta|,|COORD|,|kap|,|visznek|,|visznek|
True,True,|(det)|,|DET|,|cégek|,|DET|,|cégek|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|cégek|,|ATT|,|cégek|,|nyugati|,|nyugati|
False,False,|(nmod:att)|,|ATT|,|profitként|,|SUBJ|,|visznek|,|cégek|,|cégek|
True,True,|(obl)|,|OBL|,|visznek|,|OBL|,|visznek|,|profitként|,|profitként|
True,False,|(punct)|,|PUNCT|,|mondta|,|PUNCT|,|.|,|.|,|.|
True,False,|(advmod:mode)|,|MODE|,|nullszaldós|,|MODE|,|egyenleg|,|Tulajdonképpen|,|Tulajdonképpen|
False,False,|(nsubj)|,|SUBJ|,|nullszaldós|,|DET|,|egyenleg|,|ez|,|ez|
True,True,|(det)|,|DET|,|egyenleg|,|DET|,|egyenleg|,|az|,|az|
False,False,|(nmod:att)|,|ATT|,|nullszaldós|,|ROOT|,|egyenleg|,|egyenleg|,|egyenleg|
False,False,|(ROOT)|,|ROOT|,|nullszaldós|,|ATT|,|egyenleg|,|nullszaldós|,|nullszaldós|
True,False,|(punct)|,|PUNCT|,|nullszaldós|,|PUNCT|,|.|,|.|,|.|
True,True,|(det)|,|DET|,|helyzet|,|DET|,|helyzet|,|A|,|A|
False,False,|(nsubj)|,|SUBJ|,|HEAD IS WHITESPACE!|,|COORD|,|az|,|helyzet|,|helyzet|
False,False,|(punct)|,|PUNCT|,|HEAD IS WHITESPACE!|,|ROOT|,|az|,|az|,|az|
True,False,|(punct)|,|PUNCT|,|volt|,|PUNCT|,|az|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|volt|,|CONJ|,|az|,|hogy|,|hogy|
True,True,|(nsubj)|,|SUBJ|,|volt|,|SUBJ|,|volt|,|Magyarország|,|Magyarország|
False,True,|(obl)|,|OBL|,|volt|,|TLOCY|,|volt|,|rá|,|rá|
False,False,|(csubj)|,|SUBJ|,|HEAD IS WHITESPACE!|,|ATT|,|hogy|,|volt|,|volt|
True,True,|(advmod:mode)|,|MODE|,|volt|,|MODE|,|volt|,|kényszerítve|,|kényszerítve|
True,True,|(punct)|,|PUNCT|,|volt|,|PUNCT|,|volt|,|’|,|’|
False,False,|(punct)|,|PUNCT|,|’|,|ATT|,|óta|,|90|,|90|
False,False,|(case)|,|MODE|,|90|,|TFROM|,|volt|,|óta|,|óta|
True,False,|(obl)|,|OBL|,|90|,|OBL|,|volt|,|arra|,|arra|
True,False,|(punct)|,|PUNCT|,|kiárusítsa|,|PUNCT|,|volt|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|kiárusítsa|,|CONJ|,|volt|,|hogy|,|hogy|
False,False,|(ccomp:obj)|,|OBJ|,|90|,|ATT|,|hogy|,|kiárusítsa|,|kiárusítsa|
True,True,|(det)|,|DET|,|vagyont|,|DET|,|vagyont|,|az|,|az|
True,True,|(amod:att)|,|ATT|,|vagyont|,|ATT|,|vagyont|,|állami|,|állami|
True,True,|(obj)|,|OBJ|,|kiárusítsa|,|OBJ|,|kiárusítsa|,|vagyont|,|vagyont|
True,True,|(iobj)|,|DAT|,|kiárusítsa|,|DAT|,|kiárusítsa|,|nyugat-európaiaknak|,|nyugat-európaiaknak|
True,False,|(punct)|,|PUNCT|,|beengedje|,|PUNCT|,|kiárusítsa|,"|,|","|,|"
False,False,|(ccomp:obl)|,|OBL|,|volt|,|COORD|,|kiárusítsa|,|beengedje|,|beengedje|
True,True,|(det)|,|DET|,|cégeket|,|DET|,|cégeket|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|cégeket|,|ATT|,|cégeket|,|nyugati|,|nyugati|
True,True,|(obj)|,|OBJ|,|beengedje|,|OBJ|,|beengedje|,|cégeket|,|cégeket|
True,False,|(punct)|,|PUNCT|,|megnyissa|,|PUNCT|,|beengedje|,"|,|","|,|"
False,False,|(cc)|,|COORD|,|megnyissa|,|CONJ|,|beengedje|,|és|,|és|
False,False,|(mark)|,|DEP|,|megnyissa|,|COORD|,|és|,|hogy|,|hogy|
False,False,|(conj)|,|CONJ|,|beengedje|,|ATT|,|hogy|,|megnyissa|,|megnyissa|
True,True,|(det)|,|DET|,|határait|,|DET|,|határait|,|a|,|a|
True,True,|(obj)|,|OBJ|,|megnyissa|,|OBJ|,|megnyissa|,|határait|,|határait|
True,True,|(det)|,|DET|,|áruk|,|DET|,|áruk|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|áruk|,|ATT|,|áruk|,|külföldi|,|külföldi|
False,False,|(nsubj)|,|SUBJ|,|megnyissa|,|ATT|,|előtt|,|áruk|,|áruk|
False,False,|(cc)|,|COORD|,|tőke|,|CONJ|,|áruk|,|és|,|és|
True,True,|(det)|,|DET|,|tőke|,|DET|,|tőke|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|tőke|,|ATT|,|tőke|,|külföldi|,|külföldi|
False,False,|(conj)|,|CONJ|,|áruk|,|COORD|,|és|,|tőke|,|tőke|
True,False,|(case)|,|MODE|,|áruk|,|MODE|,|megnyissa|,|előtt|,|előtt|
True,False,|(punct)|,|PUNCT|,|HEAD IS WHITESPACE!|,|PUNCT|,|.|,|.|,|.|
True,True,|(det)|,|DET|,|probléma|,|DET|,|probléma|,|A|,|A|
False,False,|(nsubj)|,|SUBJ|,|az|,|ATT|,|korlátozása|,|probléma|,|probléma|
True,True,|(ROOT)|,|ROOT|,|az|,|ROOT|,|az|,|az|,|az|
True,False,|(punct)|,|PUNCT|,|volt|,|PUNCT|,|az|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|volt|,|CONJ|,|az|,|hogy|,|hogy|
False,True,|(det)|,|DET|,|folyamatnak|,|DAT|,|folyamatnak|,|ennek|,|ennek|
True,True,|(det)|,|DET|,|folyamatnak|,|DET|,|folyamatnak|,|a|,|a|
False,False,|(nmod:att)|,|ATT|,|korlátozása|,|DAT|,|volt|,|folyamatnak|,|folyamatnak|
True,True,|(det)|,|DET|,|korlátozása|,|DET|,|korlátozása|,|a|,|a|
True,True,|(nsubj)|,|SUBJ|,|volt|,|SUBJ|,|volt|,|korlátozása|,|korlátozása|
True,True,|(advmod)|,|NEG|,|volt|,|NEG|,|volt|,|nem|,|nem|
False,False,|(ccomp:pred)|,|PRED|,|az|,|ATT|,|hogy|,|volt|,|volt|
True,True,|(det)|,|DET|,|időszak|,|DET|,|időszak|,|az|,|az|
True,True,|(amod:att)|,|ATT|,|időszak|,|ATT|,|időszak|,|elmúlt|,|elmúlt|
True,True,|(nmod:att)|,|ATT|,|politikájának|,|ATT|,|politikájának|,|időszak|,|időszak|
True,True,|(nmod:att)|,|ATT|,|homlokterében|,|ATT|,|homlokterében|,|politikájának|,|politikájának|
True,True,|(obl)|,|OBL|,|volt|,|OBL|,|volt|,|homlokterében|,|homlokterében|
True,False,|(punct)|,|PUNCT|,|az|,|PUNCT|,|.|,|.|,|.|
True,True,|(nsubj)|,|SUBJ|,|gondoljuk|,|SUBJ|,|gondoljuk|,|Mi|,|Mi|
True,False,|(punct)|,|PUNCT|,|gondoljuk|,|PUNCT|,|Mi|,"|,|","|,|"
False,False,|(nsubj)|,|SUBJ|,|gondoljuk|,|COORD|,|Mi|,|zöldek|,|zöldek|
True,True,|(obj)|,|OBJ|,|gondoljuk|,|OBJ|,|gondoljuk|,|azt|,|azt|
True,True,|(ROOT)|,|ROOT|,|gondoljuk|,|ROOT|,|gondoljuk|,|gondoljuk|,|gondoljuk|
True,False,|(punct)|,|PUNCT|,|kéne|,|PUNCT|,|gondoljuk|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|kéne|,|CONJ|,|gondoljuk|,|hogy|,|hogy|
True,True,|(det)|,|DET|,|szabadság|,|DET|,|szabadság|,|a|,|a|
False,True,|(nummod)|,|NUM|,|szabadság|,|ATT|,|szabadság|,|négy|,|négy|
True,True,|(nmod:att)|,|ATT|,|elve|,|ATT|,|elve|,|szabadság|,|szabadság|
False,False,|(obl)|,|OBL|,|használni|,|ATT|,|helyett|,|elve|,|elve|
True,False,|(case)|,|MODE|,|elve|,|MODE|,|lehetne|,|helyett|,|helyett|
True,False,|(punct)|,|PUNCT|,|alapja|,|PUNCT|,|lehetne|,"|,|","|,|"
True,False,|(nsubj)|,|SUBJ|,|alapja|,|SUBJ|,|kéne|,|amely|,|amely|
True,False,|(det)|,|DET|,|Európai|,|DET|,|Unió|,|az|,|az|
True,False,|(nmod:att)|,|ATT|,|alapja|,|ATT|,|Unió|,|Európai|,|Európai|
False,False,|(flat:name)|,|NE|,|Európai|,|ATT|,|alapja|,|Unió|,|Unió|
False,True,|(advmod:tlocy)|,|TLOCY|,|használni|,|OBL|,|használni|,|alapja|,|alapja|
True,False,|(punct)|,|PUNCT|,|elvét|,|PUNCT|,|alapja|,"|,|","|,|"
True,True,|(det)|,|DET|,|felelősség|,|DET|,|felelősség|,|a|,|a|
False,True,|(nummod)|,|NUM|,|felelősség|,|ATT|,|felelősség|,|három|,|három|
True,True,|(nmod:att)|,|ATT|,|elvét|,|ATT|,|elvét|,|felelősség|,|felelősség|
False,False,|(obj)|,|OBJ|,|használni|,|COORD|,|alapja|,|elvét|,|elvét|
False,False,|(ccomp:obj)|,|OBJ|,|gondoljuk|,|ATT|,|lehetne|,|kéne|,|kéne|
True,True,|(xcomp)|,|INF|,|kéne|,|INF|,|kéne|,|használni|,|használni|
True,False,|(punct)|,|PUNCT|,|lehetne|,|PUNCT|,|kéne|,"|,|","|,|"
True,True,|(det)|,|DET|,|felelősség|,|DET|,|felelősség|,|a|,|a|
False,True,|(nummod)|,|NUM|,|felelősség|,|ATT|,|felelősség|,|három|,|három|
True,True,|(nmod:att)|,|ATT|,|elve|,|ATT|,|elve|,|felelősség|,|felelősség|
False,False,|(nsubj)|,|SUBJ|,|lehetne|,|ATT|,|alapján|,|elve|,|elve|
True,True,|(obl)|,|OBL|,|lehetne|,|OBL|,|lehetne|,|alapján|,|alapján|
False,False,|(conj)|,|CONJ|,|kéne|,|ATT|,|hogy|,|lehetne|,|lehetne|
True,False,|(det)|,|DET|,|Európai|,|DET|,|Uniót|,|egy|,|egy|
True,False,|(amod:att)|,|ATT|,|Európai|,|ATT|,|Uniót|,|olyan|,|olyan|
False,False,|(obl)|,|OBL|,|felépíteni|,|ATT|,|Uniót|,|Európai|,|Európai|
True,True,|(obj)|,|OBJ|,|felépíteni|,|OBJ|,|felépíteni|,|Uniót|,|Uniót|
True,True,|(xcomp)|,|INF|,|lehetne|,|INF|,|lehetne|,|felépíteni|,|felépíteni|
True,False,|(punct)|,|PUNCT|,|áll|,|PUNCT|,|lehetne|,"|,|","|,|"
True,True,|(nsubj)|,|SUBJ|,|áll|,|SUBJ|,|áll|,|amely|,|amely|
True,True,|(advmod)|,|NEG|,|áll|,|NEG|,|áll|,|nem|,|nem|
True,True,|(det)|,|DET|,|neoliberalizmus|,|DET|,|neoliberalizmus|,|a|,|a|
True,True,|(nmod:att)|,|ATT|,|alapján|,|ATT|,|alapján|,|neoliberalizmus|,|neoliberalizmus|
True,True,|(obl)|,|OBL|,|áll|,|OBL|,|áll|,|alapján|,|alapján|
True,False,|(acl)|,|ATT|,|felépíteni|,|ATT|,|lehetne|,|áll|,|áll|
True,False,|(punct)|,|PUNCT|,|gondoljuk|,|PUNCT|,|.|,|.|,|.|
False,True,|(nsubj)|,|SUBJ|,|felelősség|,|DET|,|felelősség|,|Ez|,|Ez|
True,True,|(det)|,|DET|,|felelősség|,|DET|,|felelősség|,|a|,|a|
False,True,|(nummod)|,|NUM|,|felelősség|,|ATT|,|felelősség|,|három|,|három|
False,True,|(nmod:att)|,|ATT|,|felelősség|,|ROOT|,|felelősség|,|felelősség|,|felelősség|
True,True,|(det)|,|DET|,|fogyasztókért|,|DET|,|fogyasztókért|,|a|,|a|
True,True,|(obl)|,|OBL|,|való|,|OBL|,|való|,|fogyasztókért|,|fogyasztókért|
True,True,|(amod:att)|,|ATT|,|felelősség|,|ATT|,|felelősség|,|való|,|való|
False,True,|(nmod:att)|,|ATT|,|felelősség|,|COORD|,|felelősség|,|felelősség|,|felelősség|
True,False,|(punct)|,|PUNCT|,|természetért|,|PUNCT|,|felelősség|,"|,|","|,|"
True,True,|(det)|,|DET|,|természetért|,|DET|,|természetért|,|a|,|a|
False,True,|(conj)|,|CONJ|,|felelősség|,|COORD|,|felelősség|,|természetért|,|természetért|
True,False,|(punct)|,|PUNCT|,|felelősség|,|PUNCT|,|természetért|,"|,|","|,|"
True,False,|(det)|,|DET|,|felelősség|,|DET|,|Földért|,|a|,|a|
True,True,|(obl)|,|OBL|,|való|,|OBL|,|való|,|Földért|,|Földért|
True,True,|(amod:att)|,|ATT|,|felelősség|,|ATT|,|felelősség|,|való|,|való|
False,False,|(conj)|,|CONJ|,|felelősség|,|COORD|,|természetért|,|felelősség|,|felelősség|
False,False,|(cc)|,|COORD|,|társadalomért|,|CONJ|,|felelősség|,|és|,|és|
True,True,|(det)|,|DET|,|társadalomért|,|DET|,|társadalomért|,|a|,|a|
False,False,|(conj)|,|CONJ|,|felelősség|,|OBL|,|való|,|társadalomért|,|társadalomért|
True,True,|(amod:att)|,|ATT|,|felelősség|,|ATT|,|felelősség|,|való|,|való|
False,False,|(ROOT)|,|ROOT|,|felelősség|,|COORD|,|és|,|felelősség|,|felelősség|
True,False,|(punct)|,|PUNCT|,|felelősség|,|PUNCT|,|.|,|.|,|.|
True,False,|(nsubj)|,|SUBJ|,|aktualitása|,|SUBJ|,|ennek|,|Mi|,|Mi|
False,False,|(nmod:att)|,|ATT|,|aktualitása|,|ROOT|,|ennek|,|ennek|,|ennek|
True,True,|(advmod:tlocy)|,|TLOCY|,|aktualitása|,|TLOCY|,|aktualitása|,|most|,|most|
True,True,|(det)|,|DET|,|aktualitása|,|DET|,|aktualitása|,|az|,|az|
False,False,|(ROOT)|,|ROOT|,|aktualitása|,|COORD|,|ennek|,|aktualitása|,|aktualitása|
True,False,|(punct)|,|PUNCT|,|aktualitása|,|PUNCT|,|?|,|?|,|?|
True,True,|(obj)|,|OBJ|,|látjuk|,|OBJ|,|látjuk|,|Azt|,|Azt|
True,True,|(ROOT)|,|ROOT|,|látjuk|,|ROOT|,|látjuk|,|látjuk|,|látjuk|
True,True,|(punct)|,|PUNCT|,|látjuk|,|PUNCT|,|látjuk|,"|,|","|,|"
True,True,|(det)|,|DET|,|külügyminiszter|,|DET|,|külügyminiszter|,|a|,|a|
True,True,|(nsubj)|,|SUBJ|,|jelentette|,|SUBJ|,|jelentette|,|külügyminiszter|,|külügyminiszter|
True,True,|(obj)|,|OBJ|,|jelentette|,|OBJ|,|jelentette|,|ezt|,|ezt|
False,True,|(compound:preverb)|,|PREVERB|,|jelentette|,|MODE|,|jelentette|,|be|,|be|
True,False,|(advmod:mode)|,|MODE|,|jelentette|,|MODE|,|be|,|is|,|is|
False,True,|(ccomp:obj)|,|OBJ|,|látjuk|,|ATT|,|látjuk|,|jelentette|,|jelentette|
True,False,|(punct)|,|PUNCT|,|kerül|,|PUNCT|,|jelentette|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|kerül|,|CONJ|,|jelentette|,|hogy|,|hogy|
True,True,|(nsubj)|,|SUBJ|,|kerül|,|SUBJ|,|kerül|,|Magyarország|,|Magyarország|
True,True,|(advmod:tlocy)|,|TLOCY|,|kerül|,|TLOCY|,|kerül|,|most|,|most|
True,False,|(advmod:mode)|,|MODE|,|kerül|,|MODE|,|tagállamával|,|éppen|,|éppen|
True,False,|(det)|,|DET|,|Egyesült|,|DET|,|Államokkal|,|az|,|az|
True,False,|(nmod:att)|,|ATT|,|tagállamával|,|ATT|,|Államokkal|,|Egyesült|,|Egyesült|
False,False,|(flat:name)|,|NE|,|Egyesült|,|OBL|,|növelni|,|Államokkal|,|Államokkal|
False,False,|(cc)|,|COORD|,|Európai|,|CONJ|,|Államokkal|,|és|,|és|
True,False,|(det)|,|DET|,|Európai|,|DET|,|Unió|,|az|,|az|
False,False,|(conj)|,|CONJ|,|Egyesült|,|ATT|,|Unió|,|Európai|,|Európai|
False,False,|(flat:name)|,|NE|,|Európai|,|COORD|,|és|,|Unió|,|Unió|
False,True,|(det)|,|DET|,|tagállamával|,|ATT|,|tagállamával|,|legtöbb|,|legtöbb|
True,True,|(obl)|,|OBL|,|kerül|,|OBL|,|kerül|,|tagállamával|,|tagállamával|
False,False,|(cc)|,|COORD|,|tagállamával|,|MODE|,|kerül|,|is|,|is|
True,True,|(obl)|,|OBL|,|kerül|,|OBL|,|kerül|,|konfliktusba|,|konfliktusba|
False,False,|(ccomp:obj)|,|OBJ|,|jelentette|,|ATT|,|hogy|,|kerül|,|kerül|
False,True,|(advmod:mode)|,|MODE|,|kerül|,|OBL|,|kerül|,|azért|,|azért|
True,False,|(punct)|,|PUNCT|,|elérje|,|PUNCT|,|kerül|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|elérje|,|CONJ|,|kerül|,|hogy|,|hogy|
True,False,|(advcl)|,|ATT|,|kerül|,|ATT|,|hogy|,|elérje|,|elérje|
True,False,|(punct)|,|PUNCT|,|Audinak|,|PUNCT|,|elérje|,"|,|","|,|"
True,True,|(det)|,|DET|,|Audinak|,|DET|,|Audinak|,|az|,|az|
True,False,|(iobj)|,|DAT|,|elérje|,|DAT|,|tudják|,|Audinak|,|Audinak|
False,False,|(cc)|,|COORD|,|tudják|,|CONJ|,|Audinak|,|és|,|és|
True,True,|(det)|,|DET|,|multinak|,|DET|,|multinak|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|multinak|,|ATT|,|multinak|,|többi|,|többi|
False,False,|(obl)|,|OBL|,|növelni|,|COORD|,|és|,|multinak|,|multinak|
False,False,|(compound:preverb)|,|PREVERB|,|növelni|,|NEG|,|tudják|,|ne|,|ne|
False,True,|(conj)|,|CONJ|,|elérje|,|ATT|,|elérje|,|tudják|,|tudják|
True,True,|(xcomp)|,|INF|,|tudják|,|INF|,|tudják|,|növelni|,|növelni|
True,True,|(det)|,|DET|,|adóterhét|,|DET|,|adóterhét|,|az|,|az|
True,True,|(obj)|,|OBJ|,|növelni|,|OBJ|,|növelni|,|adóterhét|,|adóterhét|
True,False,|(punct)|,|PUNCT|,|látjuk|,|PUNCT|,|.|,|.|,|.|
True,False,|(obj)|,|OBJ|,|önök|,|OBJ|,|fognak|,|Amit|,|Amit|
False,False,|(ROOT)|,|ROOT|,|önök|,|SUBJ|,|fognak|,|önök|,|önök|
True,True,|(det)|,|DET|,|kérdésként|,|DET|,|kérdésként|,|egy|,|egy|
True,True,|(amod:att)|,|ATT|,|kérdésként|,|ATT|,|kérdésként|,|szuverenitási|,|szuverenitási|
True,True,|(obl)|,|OBL|,|beállítani|,|OBL|,|beállítani|,|kérdésként|,|kérdésként|
False,False,|(aux)|,|AUX|,|beállítani|,|ATT|,|szól|,|fognak|,|fognak|
True,False,|(xcomp)|,|INF|,|önök|,|INF|,|fognak|,|beállítani|,|beállítani|
True,False,|(punct)|,|PUNCT|,|kérdése|,|PUNCT|,|fognak|,"|,|","|,|"
True,True,|(det)|,|DET|,|multiadó|,|DET|,|multiadó|,|az|,|az|
True,True,|(amod:att)|,|ATT|,|multiadó|,|ATT|,|multiadó|,|úgynevezett|,|úgynevezett|
True,True,|(amod:att)|,|ATT|,|multiadó|,|ATT|,|multiadó|,|globális|,|globális|
True,True,|(nmod:att)|,|ATT|,|kérdése|,|ATT|,|kérdése|,|multiadó|,|multiadó|
False,False,|(conj)|,|CONJ|,|beállítani|,|SUBJ|,|szól|,|kérdése|,|kérdése|
True,True,|(punct)|,|PUNCT|,|szól|,|PUNCT|,|szól|,"|,|","|,|"
True,True,|(advmod:mode)|,|MODE|,|szól|,|MODE|,|szól|,|valójában|,|valójában|
True,False,|(advmod)|,|NEG|,|szól|,|NEG|,|szuverenitásról|,|nem|,|nem|
True,True,|(det)|,|DET|,|szuverenitásról|,|DET|,|szuverenitásról|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|szuverenitásról|,|ATT|,|szuverenitásról|,|magyar|,|magyar|
True,True,|(obl)|,|OBL|,|szól|,|OBL|,|szól|,|szuverenitásról|,|szuverenitásról|
False,False,|(conj)|,|CONJ|,|beállítani|,|ROOT|,|szól|,|szól|,|szól|
True,False,|(punct)|,|PUNCT|,|arról|,|PUNCT|,|szól|,"|,|","|,|"
False,False,|(cc)|,|COORD|,|arról|,|CONJ|,|szól|,|hanem|,|hanem|
False,False,|(obl)|,|OBL|,|szól|,|COORD|,|hanem|,|arról|,|arról|
True,False,|(punct)|,|PUNCT|,|cégeknek|,|PUNCT|,|arról|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|cégeknek|,|CONJ|,|arról|,|hogy|,|hogy|
False,True,|(det)|,|DET|,|cégeknek|,|DAT|,|cégeknek|,|azoknak|,|azoknak|
True,True,|(det)|,|DET|,|cégeknek|,|DET|,|cégeknek|,|a|,|a|
False,False,|(ccomp:obl)|,|OBL|,|szól|,|DAT|,|idehoztak|,|cégeknek|,|cégeknek|
True,False,|(punct)|,|PUNCT|,|idehoztak|,|PUNCT|,|cégeknek|,"|,|","|,|"
True,True,|(obj)|,|OBJ|,|idehoztak|,|OBJ|,|idehoztak|,|akiket|,|akiket|
True,True,|(nsubj)|,|SUBJ|,|idehoztak|,|SUBJ|,|idehoztak|,|önök|,|önök|
True,False,|(acl)|,|ATT|,|cégeknek|,|ATT|,|hogy|,|idehoztak|,|idehoztak|
True,False,|(punct)|,|PUNCT|,|kivettek|,|PUNCT|,|idehoztak|,"|,|","|,|"
True,True,|(obj)|,|OBJ|,|kivettek|,|OBJ|,|kivettek|,|akiket|,|akiket|
False,False,|(cc)|,|COORD|,|kelljen|,|ATT|,|idehoztak|,|kivettek|,|kivettek|
True,True,|(det)|,|DET|,|közteherviselés|,|DET|,|közteherviselés|,|a|,|a|
True,True,|(nmod:att)|,|ATT|,|terhe|,|ATT|,|terhe|,|közteherviselés|,|közteherviselés|
False,False,|(obl)|,|OBL|,|kelljen|,|ATT|,|alól|,|terhe|,|terhe|
False,False,|(case)|,|MODE|,|terhe|,|FROM|,|kivettek|,|alól|,|alól|
True,True,|(det)|,|DET|,|partnerségek|,|DET|,|partnerségek|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|partnerségek|,|ATT|,|partnerségek|,|stratégiai|,|stratégiai|
True,True,|(nmod:att)|,|ATT|,|keretében|,|ATT|,|keretében|,|partnerségek|,|partnerségek|
True,False,|(obl)|,|OBL|,|megemelniük|,|OBL|,|kivettek|,|keretében|,|keretében|
True,False,|(punct)|,|PUNCT|,|kelljen|,|PUNCT|,|kivettek|,"|,|","|,|"
False,False,|(compound:preverb)|,|PREVERB|,|megemelniük|,|NEG|,|kelljen|,|ne|,|ne|
False,False,|(ccomp:obl)|,|OBL|,|idehoztak|,|COORD|,|kivettek|,|kelljen|,|kelljen|
True,True,|(xcomp)|,|INF|,|kelljen|,|INF|,|kelljen|,|megemelniük|,|megemelniük|
True,True,|(det)|,|DET|,|adójukat|,|DET|,|adójukat|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|adójukat|,|ATT|,|adójukat|,|társasági|,|társasági|
True,True,|(obj)|,|OBJ|,|megemelniük|,|OBJ|,|megemelniük|,|adójukat|,|adójukat|
True,False,|(punct)|,|PUNCT|,|önök|,|PUNCT|,|.|,|.|,|.|
True,True,|(det)|,|DET|,|gazdaságpolitika|,|DET|,|gazdaságpolitika|,|Az|,|Az|
True,True,|(amod:att)|,|ATT|,|gazdaságpolitika|,|ATT|,|gazdaságpolitika|,|egész|,|egész|
True,True,|(nsubj)|,|SUBJ|,|épül|,|SUBJ|,|épül|,|gazdaságpolitika|,|gazdaságpolitika|
True,True,|(obl)|,|OBL|,|épül|,|OBL|,|épül|,|arra|,|arra|
True,True,|(ROOT)|,|ROOT|,|épül|,|ROOT|,|épül|,|épül|,|épül|
True,False,|(punct)|,|PUNCT|,|kiszolgálják|,|PUNCT|,|épül|,"|,|","|,|"
False,False,|(mark)|,|DEP|,|kiszolgálják|,|CONJ|,|épül|,|hogy|,|hogy|
True,True,|(det)|,|DET|,|tőkét|,|DET|,|tőkét|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|tőkét|,|ATT|,|tőkét|,|német|,|német|
True,True,|(obj)|,|OBJ|,|kiszolgálják|,|OBJ|,|kiszolgálják|,|tőkét|,|tőkét|
False,False,|(ccomp:obl)|,|OBL|,|épül|,|ATT|,|hogy|,|kiszolgálják|,|kiszolgálják|
True,True,|(punct)|,|PUNCT|,|kiszolgálják|,|PUNCT|,|kiszolgálják|,"|,|","|,|"
True,True,|(det)|,|DET|,|miniszterelnök|,|DET|,|miniszterelnök|,|a|,|a|
True,True,|(nsubj)|,|SUBJ|,|szavaz|,|SUBJ|,|szavaz|,|miniszterelnök|,|miniszterelnök|
True,True,|(det)|,|DET|,|tőke|,|DET|,|tőke|,|a|,|a|
True,True,|(amod:att)|,|ATT|,|tőke|,|ATT|,|tőke|,|német|,|német|
True,True,|(nmod:att)|,|ATT|,|érdekei|,|ATT|,|érdekei|,|tőke|,|tőke|
False,False,|(obl)|,|OBL|,|szavaz|,|ATT|,|szerint|,|érdekei|,|érdekei|
True,False,|(case)|,|MODE|,|érdekei|,|MODE|,|szavaz|,|szerint|,|szerint|
False,False,|(acl)|,|ATT|,|adóterhe|,|COORD|,|épül|,|szavaz|,|szavaz|
